CNTR_ID,Name,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
HR,Croatia,191,3850.3,3886.22,3922.68,3959.12,3995.14,4030.42,4064.77,4098.13,4130.49,4161.97,4192.63,4222.5,4251.42,4279.06,4304.98,4328.92,4350.82,4370.86,4389.32,4406.61,4423.07,4438.82,4453.99,4469.04,4484.52,4500.87,4518.1,4536.2,4555.41,4576.03,4598.13,4621.42,4645.41,4669.61,4693.43,4716.12,4737.95,4758.15,4773.68,4780.63,4776.37,4760,4732.86,4697.54,4657.8,4616.76,4574.85,4532.3,4491.74,4456.3,4428.07,4408.46,4396.77,4390.29,4385.05,4378.06,4368.52,4357.11,4344.15,4330.4,4316.43,4302.07,4287.02,4271.5,4255.85,4240.32
HT,Haiti,332,3221.28,3275.37,3331.58,3390.05,3450.86,3514.07,3579.72,3647.81,3718.29,3791.1,3866.16,3943.36,4022.6,4103.73,4186.64,4271.13,4357.48,4445.53,4534.23,4622.21,4708.64,4793.16,4876.56,4960.66,5047.95,5140.36,5238.24,5341.42,5450.55,5566.27,5688.83,5818.67,5955.27,6096.69,6240.33,6384.2,6527.55,6670.57,6813.34,6956.3,7099.73,7243.39,7386.97,7530.7,7674.91,7819.81,7965.55,8111.95,8258.48,8404.4,8549.2,8692.56,8834.74,8976.56,9119.18,9263.41,9409.48,9556.96,9705.13,9852.95,9999.62,10144.89,10288.83,10431.25,10572.03,10711.07
HU,Hungary,348,9337.72,9478.11,9595.22,9691.11,9768.15,9828.97,9876.55,9914.14,9945.19,9973.22,10001.27,10031.5,10064.67,10100,10135.69,10170.47,10204.58,10238.93,10273.73,10309.21,10345.55,10381.71,10417.42,10454.5,10495.44,10541.34,10593.99,10650.98,10704.19,10742.69,10759.02,10750.27,10719.75,10673.96,10622.56,10572.98,10526.56,10482.36,10442.72,10409.85,10385.06,10370.22,10364.66,10363.8,10361.13,10351.99,10334.88,10311.23,10282.94,10253.11,10224.11,10195.98,10168.1,10141.47,10117.21,10095.96,10078.46,10064.14,10050.7,10034.95,10014.63,9988.85,9958.33,9924.51,9889.54,9855.02
ID,Indonesia,360,69543.32,70869.61,72309.9,73866.52,75539.74,77327.8,79226.79,81230.75,83332.05,85521.98,87792.51,90138.24,92558.01,95055.67,97638.03,100308.9,103067.35,105907.4,108821.57,111800.09,114834.78,117921.99,121059.51,124242.3,127465.23,130724.12,134010.7,137322.12,140665.86,144053.52,147490.37,150978.84,154506.27,158044.34,161555.58,165012.2,168402.03,171728.92,175000.92,178233.23,181436.82,184614.74,187762.1,190873.25,193939.91,196957.85,199926.62,202853.85,205753.49,208644.08,211540.43,214448.3,217369.09,220307.81,223268.61,226254.7,229263.98,232296.83,235360.77,238465.17,241613.13,244808.25,248037.85,251268.28,254454.78,257563.82
IE,Ireland,372,2913.09,2921.28,2924.22,2921.36,2912.75,2899.06,2881.61,2862.37,2843.76,2828.52,2819.06,2816.83,2821.74,2831.91,2844.37,2857.1,2869.31,2882.1,2897.54,2918.63,2947.34,2984.04,3027.54,3076.27,3128,3180.81,3234.15,3287.62,3339.5,3387.82,3431.08,3468.88,3501.21,3527.47,3547.16,3560.23,3566.33,3566.42,3563.44,3561.33,3563.11,3570.14,3582.34,3599.45,3620.62,3645.33,3673.55,3706.03,3743.95,3788.82,3841.57,3901.69,3968.21,4040.99,4119.77,4203.7,4293.94,4388.61,4480.15,4558.6,4617.33,4652.71,4667.87,4671.26,4675.16,4688.47
IL,Israel,376,1257.97,1354.1,1451.49,1546.24,1635.79,1718.96,1796.01,1868.58,1939.45,2012.16,2089.89,2174.27,2264.3,2355.93,2443.3,2522.53,2591.59,2652.7,2711.3,2775.16,2849.62,2936.67,3033.92,3137.03,3239.56,3336.76,3427.66,3513.52,3594.47,3671.26,3744.67,3815.27,3883.55,3950.24,4016.23,4082.78,4148.76,4215.76,4290.86,4383.34,4499.16,4641.6,4806.98,4985.65,5163.9,5331.62,5486.22,5630.07,5764.2,5891.26,6013.71,6129.98,6240.22,6350.76,6470.05,6603.68,6754.84,6920.76,7093.81,7262.96,7420.37,7563.33,7694.51,7817.82,7939.48,8064.04
IM,Isle of Man,833,55.25,55.26,54.91,54.26,53.4,52.41,51.37,50.38,49.51,48.84,48.44,48.35,48.58,49.09,49.82,50.71,51.78,53,54.29,55.55,56.71,57.71,58.56,59.33,60.1,60.94,61.9,62.93,63.92,64.68,65.11,65.13,64.82,64.4,64.21,64.45,65.23,66.45,67.9,69.27,70.31,70.96,71.31,71.49,71.73,72.18,72.9,73.82,74.85,75.88,76.81,77.61,78.32,78.98,79.64,80.35,81.11,81.91,82.74,83.55,84.33,85.07,85.78,86.46,87.13,87.78
IN,India,356,376325.21,382231.04,388515.76,395137.7,402065.92,409280.2,416771.5,424541.51,432601.24,440968.68,449661.87,458691.46,468054.15,477729.96,487690.11,497920.27,508402.91,519162.07,530274.73,541844.85,553943.23,566605.4,579800.63,593451.89,607446.52,621703.64,636182.81,650907.56,665936.44,681358.55,697229.75,713561.41,730303.46,747374.86,764664.28,782085.13,799607.24,817232.24,834944.4,852736.16,870601.78,888513.87,906461.36,924475.63,942604.21,960874.98,979290.43,997817.25,1016402.91,1034976.63,1053481.07,1071888.19,1090189.36,1108369.58,1126419.32,1144326.29,1162088.31,1179685.63,1197070.11,1214182.18,1230984.5,1247446.01,1263589.64,1279498.87,1295291.54,1311050.53
IQ,Iraq,368,5719.19,5901.51,6065.01,6216.13,6360.44,6502.66,6646.64,6795.4,6951.16,7115.51,7289.76,7475.35,7674.22,7888.91,8122.2,8375.79,8651.17,8947.4,9260.69,9585.58,9917.98,10255.9,10599.85,10951.17,11312.3,11684.59,12068.2,12461,12859.23,13257.91,13653.36,14046.27,14437.66,14824.88,15204.75,15576.4,15937.86,16293.72,16657.71,17048.17,17478.46,17952.91,18468.52,19021.97,19606.9,20217.76,20855.41,21519.36,22200.84,22888.6,23574.75,24258.79,24943.79,25630.43,26320.53,27017.71,27716.98,28423.54,29163.33,29970.63,30868.16,31867.76,32957.62,34107.37,35273.29,36423.4
IR,Iran (Islamic Republic of),364,17119.26,17516.58,17933.36,18368.9,18822.61,19294,19782.7,20288.44,20811.06,21350.52,21906.91,22480.42,23071.43,23680.43,24308.08,24955.12,25624.65,26318.12,27032.94,27765.24,28514.01,29281.13,30073.85,30903.57,31784.9,32730.56,33739.23,34814.23,35977.59,37256.77,38668.22,40209.08,41862.37,43610.51,45429.02,47290.79,49205.58,51152.12,53035.94,54735.24,56169.2,57288.04,58130.1,58811.86,59501.29,60318.63,61306.63,62426.09,63616.07,64780.36,65850.06,66812.74,67696.68,68522.07,69321.95,70122.12,70923.16,71720.86,72530.69,73370.98,74253.37,75184.32,76156.98,77152.45,78143.64,79109.27
IS,Iceland,352,142.66,144.93,147.68,150.78,154.11,157.58,161.14,164.72,168.32,171.92,175.52,179.11,182.64,186.06,189.28,192.25,194.94,197.36,199.63,201.94,204.39,207.05,209.87,212.73,215.47,217.96,220.16,222.14,224.02,225.97,228.13,230.53,233.12,235.86,238.65,241.41,244.15,246.87,249.56,252.22,254.83,257.39,259.9,262.38,264.89,267.45,270.09,272.8,275.57,278.38,281.21,284.04,286.87,289.82,293.08,296.75,300.89,305.42,310.03,314.34,318.04,321.03,323.41,325.39,327.32,329.43
IT,Italy,380,46598.6,47014.14,47398.6,47748.69,48064.77,48350.85,48614.87,48868.41,49125.96,49403.56,49714.96,50067.46,50458.28,50872.98,51289.9,51693.14,52076.76,52444.75,52802.7,53160.06,53522.67,53891.95,54262.09,54623.21,54961.93,55268.55,55539.12,55775.93,55983.3,56168.38,56336.45,56489.62,56626.4,56744.4,56839.86,56910.89,56956.64,56980.62,56990.65,56997.09,57007.58,57029.61,57062.76,57097.41,57119.16,57120.14,57091.91,57044.61,57010.94,57035.25,57147.08,57359.18,57655.68,58002,58348.33,58657.36,58918.47,59138.6,59319.23,59467.2,59588.01,59678.99,59737.72,59771.09,59788.67,59797.69
JM,Jamaica,388,1402.9,1436.85,1468.36,1496.63,1521.31,1542.52,1560.86,1577.37,1593.49,1610.85,1630.91,1654.46,1681.22,1709.69,1737.62,1763.44,1786.55,1807.64,1827.99,1849.46,1873.35,1900.24,1929.56,1960.04,1989.88,2017.83,2043.1,2066.25,2089.02,2113.88,2142.44,2175.63,2212.4,2249.89,2284.12,2312.34,2333.43,2348.57,2360.16,2371.71,2385.81,2403.08,2422.78,2444.39,2466.9,2489.54,2512.34,2535.44,2558.24,2579.97,2600.1,2618.33,2634.78,2649.83,2664.05,2677.89,2691.44,2704.61,2717.34,2729.58,2741.25,2752.36,2762.97,2773.22,2783.3,2793.34
JO,Jordan,400,448.86,503.12,542.12,574.89,608.02,645.72,689.71,739.26,791.66,842.72,888.63,927.85,962.78,1000.51,1050.73,1119.8,1210.95,1320.41,1438.99,1553.59,1654.77,1739.9,1811.87,1873.55,1929.94,1985.12,2039.11,2091.72,2146.66,2208.56,2280.67,2365.67,2462.97,2568.58,2676.52,2782.89,2884.07,2982.35,3086.66,3209.47,3358.45,3538.66,3743.94,3957.22,4154.81,4320.16,4448.11,4545.25,4621.33,4691.4,4767.48,4850.23,4938.94,5042.54,5171.63,5332.98,5530.22,5759.42,6010.04,6266.87,6517.91,6760.37,6994.45,7214.83,7416.08,7594.55
JP,Japan,392,82199.47,83794.45,85174.91,86378,87438.75,88389.99,89262.49,90084.82,90883.29,91681.71,92500.75,93357.26,94263.65,95227.65,96253.06,97341.85,98494.63,99711.08,100988.87,102323.67,103707.54,105142.88,106616.54,108085.73,109495.05,110804.52,111992.86,113067.85,114054.59,114993.27,115912.1,116821.57,117708.92,118552.1,119318.92,119988.66,120551.46,121021.83,121432.94,121831.14,122249.29,122702.53,123180.36,123658.85,124101.55,124483.31,124794.82,125048.42,125266.4,125481.05,125714.67,125974.3,126249.51,126523.88,126773.08,126978.75,127136.58,127250.02,127317.9,127340.88,127319.8,127252.9,127139.82,126984.96,126794.56,126573.48
KE,Kenya,404,6076.76,6240.18,6412.38,6593.12,6782.3,6979.94,7186.21,7401.42,7626,7860.48,8105.44,8361.44,8628.97,8908.43,9200.16,9504.7,9822.51,10154.49,10502.25,10867.72,11252.47,11657.48,12083.17,12529.81,12997.45,13486.24,13995.97,14527.19,15081.6,15661.41,16267.91,16901.18,17559.78,18241.33,18942.6,19660.71,20393.72,21140.34,21899,22668.24,23446.23,24234.09,25029.75,25824.74,26608.09,27373.04,28116.03,28842.25,29564.61,30301.24,31065.82,31863.28,32691.98,33551.08,34437.46,35349.04,36286.02,37250.54,38244.44,39269.99,40328.31,41419.95,42542.98,43692.88,44863.58,46050.3
KG,Kyrgyzstan,417,1740,1763.23,1791.95,1825.12,1862.07,1902.5,1946.54,1994.7,2047.78,2106.79,2172.5,2245.06,2323.64,2406.26,2490.24,2573.49,2655.35,2735.84,2814.42,2890.72,2964.5,3035.47,3103.69,3169.77,3234.61,3299,3362.96,3426.65,3491.14,3557.79,3627.5,3700.31,3775.76,3853.51,3933,4013.5,4095.87,4179.48,4260.33,4333.11,4394.5,4441.78,4477.04,4507.57,4543.6,4592.14,4656.89,4734.76,4817.61,4893.66,4954.85,4998.29,5027.92,5050.87,5077.52,5115.47,5166.64,5228.94,5301.04,5380.31,5464.57,5553.83,5648.23,5745.7,5843.62,5939.96
KH,Cambodia,116,4432.72,4539.66,4658.65,4784.79,4914.45,5045.28,5176.33,5307.89,5441.37,5578.91,5722.37,5872.25,6026.7,6181.14,6329.41,6467.2,6588.99,6695.46,6795.51,6902.03,7022.19,7167.72,7331.16,7478.15,7561.58,7551.99,7431.51,7222.05,6982.52,6795.1,6718.24,6774.51,6945.05,7196.14,7475.01,7743.07,7990.13,8228.27,8467.11,8723.55,9008.86,9323.61,9659.24,10007.09,10355.25,10694.46,11022.16,11338.73,11641.51,11928.31,12197.91,12448.88,12681.98,12901.22,13112.33,13320.06,13525.36,13728.7,13933.66,14144.34,14363.59,14593.1,14832.26,15078.56,15328.14,15577.9
KI,Kiribati,296,33.05,33.63,34.28,35,35.78,36.6,37.45,38.35,39.28,40.24,41.23,42.26,43.31,44.37,45.42,46.46,47.46,48.44,49.39,50.3,51.18,52.02,52.82,53.61,54.38,55.17,55.98,56.82,57.66,58.51,59.34,60.14,60.92,61.76,62.77,64.01,65.52,67.26,69.1,70.86,72.41,73.7,74.77,75.72,76.67,77.73,78.91,80.19,81.56,82.97,84.41,85.86,87.34,88.89,90.55,92.33,94.26,96.31,98.44,100.57,102.65,104.66,106.62,108.54,110.47,112.42
KM,Comoros,174,156.33,160.08,163.55,166.84,170.02,173.15,176.27,179.39,182.51,185.63,188.73,191.83,194.96,198.21,201.67,205.41,209.54,214.04,218.79,223.63,228.44,233.13,237.8,242.88,248.92,256.31,265.23,275.5,286.58,297.77,308.52,318.66,328.36,337.85,347.55,357.73,368.44,379.59,391.13,403,415.14,427.56,440.25,453.19,466.31,479.57,492.98,506.53,520.18,533.91,547.7,561.53,575.43,589.5,603.87,618.63,633.81,649.4,665.41,681.85,698.7,715.97,733.66,751.7,769.99,788.47
KN,Saint Kitts and Nevis,659,46.05,46.14,46.5,47.05,47.74,48.49,49.25,49.96,50.55,50.97,51.2,51.2,50.97,50.53,49.93,49.21,48.36,47.38,46.4,45.53,44.88,44.49,44.33,44.31,44.33,44.28,44.14,43.95,43.7,43.45,43.21,42.98,42.76,42.54,42.29,42.02,41.7,41.35,41.05,40.85,40.83,41.01,41.36,41.84,42.36,42.89,43.39,43.89,44.39,44.94,45.54,46.22,46.94,47.68,48.42,49.14,49.82,50.47,51.09,51.72,52.35,53,53.65,54.3,54.94,55.57
KP,Dem. People's Republic of Korea,408,10549.47,10248.5,10049.03,9957.24,9972.44,10086.99,10285.94,10547.39,10843.98,11145.15,11424.18,11665.59,11871.72,12065.47,12282.42,12547.52,12864.68,13221.83,13608.61,14009.17,14410.4,14812.36,15214.62,15603,15960.13,16274.74,16539.03,16758.83,16953.62,17151.32,17372.17,17623.34,17899.24,18191.88,18488,18778.1,19058.99,19334.55,19610.51,19895.39,20194.35,20510.21,20838.08,21166.23,21478.54,21763.67,22016.51,22240.83,22444.99,22641.75,22840.22,23043.44,23248.05,23449.17,23639.3,23813.32,23969.9,24111.95,24243.83,24371.81,24500.51,24631.36,24763.35,24895.71,25026.77,25155.32
KR,Republic of Korea,410,19211.39,19304.74,19566.86,19979.07,20520.6,21168.61,21897.91,22681.23,23490.03,24295.79,25074.03,25808.54,26495.11,27143.08,27770.87,28392.72,29006.18,29606.63,30204.13,30811.52,31437.14,32087.88,32759.45,33435.27,34091.82,34713.08,35290.74,35832.21,36356.19,36889.65,37451.09,38046.25,38665.96,39295.42,39912.9,40501.92,41059.47,41588.37,42085.05,42546.7,42972.25,43358.72,43708.17,44031.22,44342.53,44652.99,44967.35,45283.94,45599.57,45908.31,46206.27,46492.32,46769.58,47043.25,47320.45,47605.86,47901.64,48205.06,48509.84,48807.04,49090.04,49356.69,49608.45,49846.76,50074.4,50293.44
KW,Kuwait,414,152.25,163.63,173.62,181.96,188.81,194.8,200.99,208.91,220.41,237.52,261.96,294.64,335.16,381.67,431.37,482.17,533.52,585.83,639.17,693.88,750.18,807.9,866.75,926.82,988.27,1051.19,1115.46,1180.94,1247.6,1315.43,1384.34,1452.38,1518.86,1586.21,1657.92,1735.32,1823.2,1917.95,2002.65,2054.44,2058.83,2007.11,1909.1,1791.51,1691.89,1637.03,1637.91,1686.26,1766.25,1853.15,1929.47,1990.02,2042.22,2095.99,2166.34,2263.6,2389.5,2538.59,2705.29,2881.24,3059.47,3239.18,3419.58,3593.69,3753.12,3892.12
KY,Cayman Islands,136,6.41,6.27,6.25,6.32,6.47,6.68,6.92,7.18,7.43,7.67,7.87,8.03,8.14,8.23,8.3,8.37,8.44,8.52,8.63,8.83,9.14,9.58,10.14,10.79,11.49,12.24,13.02,13.84,14.66,15.45,16.16,16.8,17.36,17.91,18.54,19.32,20.25,21.34,22.54,23.78,25.01,26.21,27.4,28.65,30.06,31.67,33.54,35.6,37.74,39.81,41.69,43.32,44.74,46.03,47.3,48.62,50.03,51.48,52.93,54.29,55.51,56.58,57.52,58.37,59.17,59.97
KZ,Kazakhstan,398,6703,6831.16,7041.61,7315.51,7636.77,7992,8370.67,8764.96,9169.48,9580.81,9996,10411.04,10819.5,11211.94,11577.54,11909,12200.89,12455.37,12682.45,12897.03,13109.99,13325.34,13540.3,13751.02,13950.99,14136.01,14304.95,14461.28,14610.81,14761.51,14918.99,15082.19,15248.46,15419.45,15596.92,15780,15972.36,16167.93,16344.31,16471.84,16530.03,16514.27,16433.38,16297.68,16123.45,15925.91,15704.67,15465.65,15238.34,15059.99,14956.77,14942.79,15010.92,15139.32,15294.47,15451.75,15603.07,15755.24,15915.97,16098.36,16310.62,16554.31,16821.46,17099.55,17371.62,17625.23
LA,Lao People's Democratic Republic,418,1682.92,1723.05,1763.79,1805.21,1847.38,1890.36,1934.24,1979.06,2024.91,2071.84,2119.94,2169.29,2219.96,2272.08,2325.74,2381.06,2437.53,2495.09,2554.84,2618.25,2686.03,2759.63,2837.97,2916.15,2987.54,3047.86,3094.94,3131.49,3164.15,3202.27,3252.7,3317.57,3395.11,3483.49,3579.37,3680.15,3785.23,3895.07,4009.12,4126.94,4247.84,4371.55,4496.97,4621.69,4742.69,4857.77,4966.3,5068.66,5165.07,5256.21,5342.88,5424.7,5502.34,5579,5658.89,5745.01,5838.84,5939.63,6045.44,6153.15,6260.54,6366.91,6473.05,6579.99,6689.3,6802.02
LB,Lebanon,422,1334.62,1358.22,1392.73,1434.85,1481.96,1532.11,1584.03,1637.13,1691.37,1747.16,1804.93,1864.61,1925.28,1984.98,2041.21,2092.35,2136.64,2174.85,2210.97,2250.61,2297.4,2353.57,2416.74,2480.43,2535.5,2575.69,2598.36,2606.22,2604.88,2602.57,2605.29,2615.75,2632.28,2651.3,2667.23,2676.59,2677.29,2672.18,2668.59,2676.62,2703.02,2752.47,2821.87,2900.86,2974.65,3033.41,3070.97,3092.68,3113.96,3156.66,3235.38,3359.88,3522.84,3701.46,3863.27,3986.87,4057.04,4085.43,4109.39,4181.74,4337.16,4591.7,4924.26,5286.99,5612.1,5850.74
LC,Saint Lucia,662,82.78,83.88,84.76,85.49,86.11,86.66,87.18,87.72,88.33,89.05,89.9,90.91,92.09,93.4,94.81,96.3,97.88,99.53,101.18,102.75,104.16,105.39,106.46,107.46,108.53,109.77,111.21,112.83,114.55,116.29,117.98,119.59,121.15,122.74,124.47,126.42,128.62,131.03,133.53,135.95,138.18,140.16,141.93,143.59,145.26,147.04,148.96,150.99,153.07,155.07,156.95,158.65,160.22,161.77,163.46,165.41,167.66,170.15,172.73,175.2,177.4,179.28,180.89,182.31,183.65,185
LI,Liechtenstein,438,13.76,13.94,14.14,14.34,14.57,14.83,15.12,15.43,15.77,16.13,16.5,16.89,17.3,17.72,18.17,18.65,19.16,19.69,20.24,20.77,21.27,21.73,22.15,22.56,22.98,23.44,23.93,24.44,24.96,25.45,25.87,26.22,26.51,26.77,27.01,27.26,27.52,27.8,28.09,28.41,28.75,29.11,29.5,29.92,30.37,30.83,31.33,31.84,32.36,32.84,33.28,33.66,34,34.29,34.57,34.85,35.14,35.43,35.72,36,36.28,36.54,36.79,37.04,37.29,37.53
LK,Sri Lanka,144,8075.81,8201.51,8338.78,8489.25,8653.78,8832.54,9024.91,9229.56,9444.54,9667.49,9896.17,10129.13,10366.19,10608.67,10858.78,11117.69,11385.94,11661.66,11940.63,12217.25,12487.49,12749.21,13003.39,13253.06,13502.87,13755.99,14013.61,14274.02,14534.09,14789.3,15036.56,15274.14,15503.32,15727.67,15952.35,16180.78,16413.73,16648.99,16883.25,17111.79,17330.82,17540.76,17741.79,17929.77,18099.59,18248.44,18373.53,18478.02,18572.35,18670.84,18783.75,18914.87,19061.07,19217.03,19374.28,19526.41,19672.42,19813.82,19949.55,20078.87,20201.31,20315.67,20421.86,20521.96,20618.99,20715.01
LR,Liberia,430,930.03,943.24,957.86,973.9,991.31,1010.06,1030.07,1051.23,1073.4,1096.47,1120.31,1144.9,1170.27,1196.59,1224.09,1252.97,1283.3,1315.12,1348.45,1383.31,1419.73,1457.71,1497.36,1538.88,1582.58,1628.66,1676.02,1724.31,1775.2,1830.96,1892.53,1961.8,2036.33,2107.52,2163.84,2197.44,2206.87,2196.2,2170.43,2137.02,2102.88,2066.06,2028.67,2006.35,2019.15,2079.92,2197.8,2365.29,2558.09,2741.76,2891.97,2998.77,3070.67,3124.22,3184.64,3269.79,3384.8,3522.34,3672.78,3821.5,3957.99,4079.57,4190.16,4293.69,4396.55,4503.44
LS,Lesotho,426,733.94,744.32,754.85,765.56,776.51,787.76,799.38,811.45,824.09,837.38,851.41,866.25,881.91,898.34,915.47,933.25,951.74,970.97,990.87,1011.31,1032.24,1053.52,1075.28,1098.03,1122.48,1149.09,1177.98,1208.84,1241.16,1274.22,1307.4,1340.69,1374.04,1406.82,1438.25,1467.86,1495.1,1520.24,1544.58,1569.94,1597.53,1627.9,1660.36,1693.46,1725.12,1753.82,1779.2,1801.7,1821.63,1839.63,1856.23,1871.49,1885.49,1898.78,1912.04,1925.84,1940.35,1955.66,1972.19,1990.41,2010.59,2032.95,2057.33,2083.06,2109.2,2135.02
LT,Lithuania,440,2567.4,2569.88,2578.52,2592,2609.26,2629.57,2652.49,2677.89,2705.88,2736.75,2770.74,2807.76,2847.22,2887.89,2928.18,2966.95,3003.57,3038.22,3071.47,3104.29,3137.37,3170.89,3204.47,3237.6,3269.55,3299.82,3328.25,3355.1,3380.88,3406.31,3431.93,3457.37,3482.39,3507.84,3534.8,3563.74,3595.36,3628.53,3659.61,3683.71,3697.39,3699.35,3690.79,3673.91,3652.12,3628.08,3602.16,3574.01,3544.67,3515.22,3486.37,3458.92,3432.66,3406.03,3376.76,3343.27,3305.53,3264.3,3219.8,3172.44,3122.84,3070.59,3016.5,2963.81,2916.8,2878.41
LU,Luxembourg,442,296,297.59,299.5,301.51,303.45,305.27,306.94,308.56,310.26,312.22,314.59,317.44,320.7,324.13,327.36,330.16,332.42,334.23,335.83,337.57,339.67,342.22,345.11,348.17,351.19,353.98,356.56,358.96,361.08,362.79,364.04,364.78,365.1,365.3,365.8,366.88,368.66,371.08,374.12,377.71,381.79,386.36,391.4,396.81,402.43,408.15,414,419.97,425.83,431.26,436.11,440.2,443.73,447.32,451.83,457.85,465.55,474.71,485.08,496.26,507.89,519.98,532.48,544.89,556.57,567.11
LV,Latvia,428,1949,1954.83,1965.11,1979.03,1995.86,2015.01,2036,2058.46,2082.13,2106.82,2132.37,2158.55,2185.02,2211.3,2236.84,2261.26,2284.21,2305.72,2326.13,2346.01,2365.75,2385.56,2405.21,2424.15,2441.59,2457.03,2470.26,2481.66,2491.98,2502.29,2513.4,2524.84,2536.34,2548.94,2564.01,2582.08,2604.48,2629.83,2652.68,2665.71,2663.99,2645.06,2611.31,2568.6,2525.44,2487.99,2458.31,2434.63,2414.65,2394.52,2371.48,2345.15,2316.73,2286.95,2256.94,2227.56,2199.11,2171.38,2144.22,2117.31,2090.52,2063.66,2037.09,2011.86,1989.35,1970.5
LY,Libya,434,1113.38,1131.59,1152.28,1175.89,1202.74,1233.03,1266.81,1304.05,1344.56,1388.13,1434.58,1483.86,1536.2,1592.11,1652.29,1717.26,1787.08,1861.66,1941.06,2025.28,2114.26,2208.13,2306.67,2409.1,2514.37,2621.73,2730.37,2840.38,2952.88,3069.54,3191.3,3318.56,3450.08,3583.18,3714.26,3840.64,3961.36,4076.89,4187.63,4294.55,4398.42,4499.21,4596.81,4691.93,4785.49,4878.2,4970.39,5062.16,5153.76,5245.41,5337.26,5428.3,5518.34,5609.17,5703.22,5801.54,5907.15,6017.79,6123.02,6208.68,6265.7,6288.65,6283.4,6265.99,6258.98,6278.44
MA,Morocco,504,8985.99,9243.68,9529.54,9837.75,10163.44,10502.66,10852.48,11210.89,11576.71,11949.42,12328.53,12713.04,13100.84,13488.52,13871.99,14248.43,14617.08,14978.91,15335.17,15688,16039.6,16389.95,16740.53,17097,17466.61,17854.61,18262.37,18688.78,19133.46,19595.09,20071.9,20564.36,21070.65,21583.75,22094.52,22596.13,23084.73,23560.83,24027.33,24489.35,24950.13,25410.18,25866.45,26314.34,26747.66,27161.89,27556.89,27934.01,28292.3,28630.97,28950.55,29250.98,29535.59,29812.69,30093.11,30385.48,30691.43,31011.32,31350.54,31714.96,32107.74,32531.96,32984.19,33452.69,33921.2,34377.51
MD,Republic of Moldova,498,2341,2381.44,2432.1,2491.07,2556.59,2627.01,2700.8,2776.55,2853,2928.99,3003.56,3075.93,3145.55,3212.09,3275.46,3335.63,3392.08,3444.85,3495.13,3544.64,3594.52,3645.52,3697.15,3747.93,3795.65,3838.91,3876.95,3910.64,3942.14,3974.51,4009.84,4048.62,4089.86,4132.44,4174.62,4214.91,4253.16,4289.1,4320.93,4346.45,4364.11,4373.58,4375.31,4369.65,4357.28,4339.08,4314.69,4284.93,4253.28,4224.27,4201.09,4185.51,4176.65,4171.69,4166.37,4157.71,4144.65,4128.46,4111.17,4095.81,4084.48,4077.81,4074.75,4073.71,4072.34,4068.9
ME,Montenegro,499,394.74,400.88,410.51,421.74,433.14,443.8,453.32,461.81,469.79,478.07,487.42,498.13,509.71,520.71,529.18,533.82,533.91,530.23,524.84,520.64,519.7,522.78,529.21,537.76,546.57,554.26,560.42,565.51,570.06,574.95,580.76,587.69,595.35,602.96,609.43,614.01,616.36,616.8,616.06,615.2,615,615.74,617.17,618.85,620.09,620.42,619.7,618.19,616.31,614.62,613.56,613.24,613.54,614.32,615.33,616.39,617.46,618.59,619.74,620.87,621.95,622.96,623.86,624.65,625.29,625.78
MG,Madagascar,450,4083.55,4167.83,4256.12,4348.24,4444.06,4543.54,4646.71,4753.69,4864.63,4979.78,5099.37,5223.62,5352.67,5486.59,5625.4,5769.22,5918.06,6072.27,6232.7,6400.45,6576.3,6760.35,6952.38,7152.39,7360.27,7575.76,7799.64,8031.59,8268.9,8507.96,8746.52,8983.49,9220.69,9462.34,9714.34,9981.11,10264.37,10563.49,10877.76,11205.55,11545.78,11898.27,12263.9,12643.86,13039.75,13452.53,13882.65,14329.24,14790.25,15262.82,15744.81,16235.77,16736.03,17245.28,17763.37,18290.39,18826.13,19371.03,19926.8,20495.71,21079.53,21678.87,22293.72,22924.56,23571.71,24235.39
MH,Marshall Islands,584,13,13.22,13.44,13.63,13.78,13.9,13.99,14.09,14.21,14.39,14.67,15.05,15.55,16.11,16.7,17.28,17.84,18.39,18.97,19.62,20.4,21.31,22.34,23.44,24.54,25.58,26.55,27.47,28.4,29.42,30.58,31.9,33.33,34.9,36.57,38.33,40.2,42.15,44.06,45.81,47.3,48.48,49.38,50.05,50.58,51.02,51.4,51.7,51.92,52.08,52.16,52.18,52.16,52.12,52.07,52.06,52.08,52.14,52.22,52.32,52.43,52.54,52.66,52.79,52.9,52.99
