CNTR_ID,Name,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WOR,WORLD,900,2525149.31,2571867.52,2617940.4,2664029.01,2710677.77,2758314.53,2807246.15,2857662.91,2909651.4,2963216.05,3018343.83,3075073.17,3133554.36,3194075.35,3256988.5,3322495.12,3390685.52,3461343.17,3533966.9,3607865.51,3682487.69,3757734.67,3833594.89,3909722.12,3985733.78,4061399.23,4136542.07,4211322.43,4286282.45,4362189.53,4439632.47,4518602.04,4599003.37,4681210.51,4765657.56,4852540.57,4942056.12,5033804.94,5126632.69,5218978.02,5309667.7,5398328.75,5485115.28,5570045.38,5653315.89,5735123.08,5815392.31,5894155.11,5971882.83,6049205.2,6126622.12,6204310.74,6282301.77,6360764.68,6439842.41,6519635.85,6600220.25,6681607.32,6763732.88,6846479.52,6929725.04,7013427.05,7097500.45,7181715.14,7265785.95,7349472.1
WS,Samoa,882,82.1,84.44,86.82,89.24,91.7,94.21,96.8,99.5,102.35,105.39,108.65,112.12,115.79,119.56,123.35,127.07,130.69,134.19,137.5,140.52,143.18,145.44,147.32,148.89,150.22,151.38,152.39,153.24,154.01,154.76,155.55,156.44,157.4,158.38,159.28,160.03,160.59,161.01,161.42,162,162.87,164.07,165.57,167.21,168.79,170.16,171.28,172.19,172.98,173.76,174.61,175.57,176.59,177.68,178.79,179.93,181.07,182.24,183.44,184.7,186.03,187.43,188.9,190.39,191.85,193.23
YE,Yemen,887,4402.32,4474.03,4546.1,4618.87,4692.62,4767.59,4843.97,4921.93,5001.57,5083,5166.31,5251.66,5339.29,5429.5,5522.69,5619.17,5720.54,5827.22,5937.13,6047.23,6156.23,6262.93,6370.6,6487.85,6626.21,6793.98,6994.84,7226.89,7485.92,7765.09,8059.38,8369.71,8698.3,9043.21,9402.07,9774.24,10153.61,10542.6,10958.98,11426.91,11961.1,12571.24,13245,13948.12,14633.09,15266.15,15834.75,16349.81,16829.94,17304.42,17795.22,18306.29,18832.1,19374.01,19931.62,20504.39,21093.97,21701.11,22322.7,22954.23,23591.97,24234.94,24882.79,25533.22,26183.68,26832.22
ZA,South Africa,710,13683.16,13993.89,14322.41,14665.14,15019.63,15384.56,15759.81,16146.41,16546.32,16962.18,17396.37,17850.05,18322.34,18809.94,19308.17,19813.95,20325.23,20843.79,21374.93,21926.17,22502.5,23106.81,23736.49,24384.54,25040.94,25698.86,26354.14,27009.76,27674.45,28360.82,29077.14,29828.87,30611.21,31409.91,32204.95,32983.01,33733.55,34463.08,35195.6,35965.13,36793.49,37692.37,38646.79,39619.54,40558.5,41426.81,42210.22,42921.51,43584.03,44233.73,44896.86,45579.16,46272.22,46971.25,47667.15,48352.95,49027.81,49693.58,50348.81,50992.03,51621.59,52237.27,52837.27,53416.61,53969.05,54490.41
ZM,Zambia,894,2316.95,2376.08,2438.58,2504.15,2572.61,2643.91,2718.12,2795.45,2876.21,2960.8,3049.59,3142.85,3240.66,3342.89,3449.27,3559.69,3674.09,3792.86,3916.93,4047.48,4185.38,4331,4484.14,4644.33,4810.81,4983.02,5160.57,5343.55,5532.35,5727.58,5929.5,6138.07,6352.56,6571.67,6793.71,7017.29,7242.5,7469.27,7696.07,7921.03,8143.14,8361.38,8576.99,8794.06,9018.23,9253.53,9502.35,9763.74,10034.41,10309.31,10585.22,10861.24,11139.98,11426.01,11725.64,12043.59,12381.51,12738.68,13114.58,13507.85,13917.44,14343.53,14786.58,15246.09,15721.34,16211.77
ZW,Zimbabwe,716,2746.85,2830.45,2918.42,3010.19,3105.35,3203.74,3305.4,3410.61,3519.81,3633.55,3752.39,3876.64,4006.26,4140.8,4279.56,4422.13,4568.32,4718.61,4874.11,5036.32,5206.31,5385.34,5573.31,5768.38,5967.86,6170.28,6373.96,6580.74,6796.95,7031.16,7289.08,7571.97,7876.41,8197.56,8528.33,8862.6,9198.87,9535.66,9866.78,10184.97,10484.77,10763.04,11019.72,11256.51,11476.81,11683.14,11877.66,12059.86,12226.74,12374.02,12499.98,12603.99,12691.43,12774.16,12867.83,12984.42,13127.94,13297.8,13495.46,13721,13973.9,14255.59,14565.48,14898.09,15245.86,15602.75
,Australia/New Zealand,927,10085.35,10365.44,10619.67,10861.95,11102.7,11348.82,11603.55,11866.58,12134.65,12402.27,12664.33,12918.68,13168.55,13423.49,13696.57,13996.01,14325.87,14680,15043.81,15396.92,15724.31,16022.4,16294.71,16542.18,16767.97,16975.56,17163.7,17334.21,17497.64,17667.85,17855.09,18062.98,18289.89,18534.08,18791.67,19059.24,19337.16,19625.19,19918.2,20209.6,20494.4,20771.41,21041.15,21302.66,21555.4,21799.66,22035.58,22265.07,22492.69,22724.43,22965.49,23215.59,23476.08,23755.45,24064.25,24408.98,24793.81,25213.97,25655.73,26099.81,26531.89,26946.85,27347.26,27735.74,28117.84,28497.5
,Caribbean,915,17075.65,17395.59,17734.66,18084.57,18439.85,18797.82,19158.82,19526,19904.84,20302.32,20724.43,21173.58,21646.21,22131.88,22615.98,23088.12,23543.51,23985.1,24419.59,24857.37,25305.56,25766.58,26236.67,26709.4,27175.54,27628.68,28066.76,28492.61,28910.64,29327.51,29748.21,30173.54,30602.45,31035.98,31474.94,31919.6,32370.43,32826.63,33285.54,33743.52,34197.6,34646.74,35090.59,35527.57,35956.08,36374.92,36783.35,37181.16,37568.52,37945.9,38313.82,38672.42,39022.01,39363.64,39698.64,40028.2,40352.23,40671.16,40987.22,41303.22,41620.9,41941.46,42263.72,42583.99,42897.11,43199.3
,Caribbean Netherlands,535,7.12,7.3,7.43,7.53,7.61,7.67,7.73,7.78,7.86,7.95,8.08,8.24,8.43,8.65,8.88,9.13,9.38,9.65,9.9,10.14,10.36,10.55,10.71,10.85,10.95,11.03,11.07,11.09,11.11,11.14,11.2,11.32,11.47,11.66,11.85,12.03,12.18,12.33,12.49,12.71,13.01,13.43,13.94,14.45,14.86,15.11,15.17,15.08,14.88,14.63,14.39,14.14,13.88,13.75,13.89,14.4,15.33,16.62,18.13,19.62,20.94,22.04,22.95,23.69,24.31,24.86
,Central America,916,38028.82,39106.07,40254.12,41465.33,42733.64,44054.57,45425.31,46844.59,48312.56,49830.45,51399.63,53020.6,54692.14,56410.93,58172.56,59974.75,61811.04,63683.71,65609.34,67610.72,69701.58,71887.99,74157.05,76479.95,78816.98,81138.25,83434.46,85709.62,87963.68,90200.83,92425.09,94634.46,96828.74,99016.97,101211.43,103422.02,105648.96,107892.54,110162.44,112470.25,114822.52,117221.32,119659.24,122120.74,124584.44,127032.42,129467.99,131889.57,134269.53,136573.18,138780.47,140871.76,142865.68,144827.49,146847.41,148988.55,151275.84,153685.54,156172.05,158666.29,161117.09,163510.62,165859.74,168171.56,170461.47,172740.07
,Central Asia,5500,18130.9,18503.27,18975.93,19526.32,20136.5,20793.09,21487.56,22215.96,22978.29,23777.37,24615.53,25491.1,26395.32,27311,28216.28,29095.65,29940.05,30753.11,31547.75,32343.9,33155.57,33988.4,34836.55,35689.12,36530.05,37348.83,38141.1,38913.85,39681.52,40464.39,41277.03,42119.08,42984.87,43876.38,44794.92,45737.83,46709.76,47700.8,48675.73,49588.15,50405.06,51116.26,51732,52266.04,52741.31,53177.84,53578.66,53947.94,54309.34,54691.75,55117.41,55597.88,56134.21,56724.65,57362.5,58042.96,58763.82,59528.14,60341.34,61210.7,62138.65,63127.12,64166.01,65230.59,66288.18,67314.03
,Channel Islands,830,102.24,102.97,103.65,104.31,104.96,105.61,106.27,106.97,107.71,108.53,109.42,110.4,111.46,112.6,113.78,114.99,116.23,117.48,118.73,119.97,121.2,122.41,123.61,124.73,125.68,126.42,126.91,127.19,127.39,127.69,128.21,128.99,129.98,131.16,132.45,133.8,135.23,136.72,138.19,139.53,140.67,141.57,142.26,142.82,143.39,144.05,144.83,145.71,146.67,147.68,148.73,149.8,150.91,152.03,153.17,154.3,155.42,156.52,157.59,158.61,159.58,160.49,161.34,162.14,162.92,163.69
,"China, Hong Kong SAR",344,1974,2036.15,2133.6,2249.33,2370.83,2490.07,2603.78,2713.18,2823.3,2941.86,3075.75,3227.43,3391.63,3554.03,3695.14,3801.81,3868.5,3901.65,3915.1,3928.93,3958.2,4005.76,4068.41,4147.6,4243.51,4355.3,4485.81,4633.33,4786.58,4930.3,5053.68,5152.06,5228.81,5291.21,5350.47,5414.79,5486.97,5564.6,5644.65,5722.16,5794.03,5857.34,5914.58,5974.38,6048.59,6144.5,6267.3,6411.27,6559.66,6689.14,6783.5,6836.54,6854.76,6850.36,6841.71,6842.47,6855.82,6878.57,6910.38,6949.28,6993.57,7044.21,7101.86,7163.93,7226.87,7287.98
,"China, Macao SAR",446,196.48,195.95,193.74,190.29,186.03,181.45,177.04,173.33,170.84,170.09,171.46,175.14,181.03,188.7,197.52,206.91,216.87,227.26,237.13,245.31,251,253.88,254.28,252.85,250.55,248.21,245.92,243.73,242.46,243.07,246.24,252.26,260.92,271.67,283.67,296.22,309.23,322.66,335.95,348.47,359.74,369.48,377.8,385.04,391.78,398.46,405.23,412.03,418.81,425.45,431.91,438.09,444.18,450.75,458.58,468.15,479.73,493.02,507.27,521.41,534.63,546.68,557.76,568.06,577.91,587.61
,Curaçao,531,100.18,104.57,108.29,111.5,114.35,116.92,119.28,121.47,123.48,125.31,126.94,128.38,129.68,130.95,132.32,133.88,135.65,137.61,139.67,141.71,143.64,145.45,147.15,148.62,149.69,150.26,150.24,149.71,148.94,148.28,148,148.21,148.81,149.58,150.18,150.38,150.06,149.33,148.36,147.42,146.67,146.24,146.02,145.76,145.13,143.89,141.98,139.57,136.9,134.31,132.1,130.27,128.82,128.01,128.14,129.4,131.92,135.56,139.82,144.01,147.61,150.44,152.62,154.3,155.76,157.2
,Eastern Africa,910,66922.7,68373.75,69874.73,71431.55,73049.67,74734.23,76489.92,78321.1,80231.72,82225.39,84305.45,86474.99,88736.99,91094.27,93549.48,96104.8,98763.96,101528.62,104396.49,107363.66,110428.37,113589.88,116852.7,120226.64,123724.62,127356.09,131128.5,135040.77,139083.79,143243.5,147511.68,151873.17,156334.62,160934.46,165725.58,170739.17,176010.12,181511.07,187136.77,192742.08,198231.69,203557.46,208775.07,214020.12,219485.38,225309.5,231547.88,238160.09,245073.03,252170.75,259372.54,266660.51,274075.58,281665.84,289502.07,297636.47,306080.42,314819.98,323851.03,333162.13,342742.63,352593.27,362712.01,373080.59,383675.36,394477.34
,Eastern Asia,906,666585.79,683000.62,696744.6,708770.91,719855.88,730598.96,741415.6,752544.36,764068.45,775951.53,788145.17,800703.49,813883.43,828187.79,844243.39,862442.87,882965.24,905532.4,929493.95,953929.83,978112.91,1001886.55,1025260.64,1047883,1069385.74,1089536.26,1108175.44,1125414.71,1141655.46,1157482.78,1173372.08,1189309.95,1205298.69,1221836.39,1239531.72,1258749.51,1279730.46,1302173.6,1325217.09,1347657.58,1368591.93,1387765.66,1405324.2,1421261.41,1435692.33,1448737.97,1460322.73,1470467.97,1479536.17,1488016.05,1496284.03,1504487.6,1512614.86,1520686.17,1528668.01,1536539.69,1544332.61,1552099.01,1559851.48,1567594.97,1575320.34,1583024.18,1590669.98,1598169.55,1605407.81,1612286.94
,Eastern Europe,923,220170.54,223294.9,226623.65,230076.21,233584.89,237094.92,240564.85,243966.15,247281.9,250504.62,253629.77,256648.9,259543.48,262282.43,264829.37,267164.3,269270.78,271171.2,272933.61,274651.89,276396.34,278191.02,280025.57,281893.39,283775.52,285657.06,287538.24,289424.3,291309.07,293184.56,295041.91,296866.35,298646.72,300380.47,302067.39,303699.15,305276.22,306771.68,308116.73,309223.08,310026.86,310509.64,310686.31,310570.2,310188.51,309569.35,308722.24,307665.4,306449.89,305139.24,303788.51,302416.6,301043.33,299724.2,298522.3,297481.98,296627.03,295948.76,295415.72,294977.24,294591.16,294249.97,293950.37,293658.07,293332.6,292942.78
,Faeroe Islands,234,31.5,31.29,31.22,31.29,31.5,31.82,32.23,32.72,33.24,33.76,34.27,34.73,35.15,35.55,35.95,36.36,36.8,37.26,37.72,38.16,38.59,38.98,39.36,39.73,40.12,40.53,40.97,41.45,41.95,42.47,43.01,43.56,44.11,44.66,45.24,45.84,46.5,47.19,47.79,48.11,48.03,47.49,46.57,45.5,44.6,44.1,44.08,44.47,45.13,45.85,46.49,47.01,47.45,47.81,48.1,48.34,48.51,48.6,48.63,48.61,48.57,48.49,48.39,48.29,48.22,48.2
,French Guiana,254,25.48,26.25,26.9,27.46,27.99,28.5,29.03,29.62,30.3,31.1,32.03,33.13,34.38,35.77,37.28,38.9,40.62,42.44,44.31,46.16,47.93,49.62,51.27,52.88,54.52,56.22,58,59.88,61.94,64.28,66.98,70.02,73.42,77.23,81.56,86.44,91.94,97.98,104.23,110.26,115.78,120.69,125.08,129.16,133.19,137.4,141.78,146.3,151.2,156.76,163.16,170.55,178.79,187.42,195.81,203.5,210.3,216.38,222.04,227.73,233.8,240.31,247.18,254.28,261.47,268.61
,Gibraltar,292,20.5,20.64,20.77,20.88,20.96,21.02,21.07,21.13,21.21,21.34,21.53,21.8,22.13,22.51,22.89,23.26,23.59,23.9,24.19,24.44,24.66,24.84,24.99,25.12,25.27,25.44,25.67,25.92,26.19,26.41,26.57,26.65,26.67,26.65,26.62,26.61,26.62,26.65,26.7,26.76,26.83,26.92,27.04,27.15,27.24,27.29,27.28,27.25,27.21,27.23,27.35,27.58,27.9,28.29,28.69,29.08,29.44,29.77,30.09,30.41,30.73,31.07,31.4,31.72,32,32.22
,Guadeloupe,312,210,213.06,217.25,222.55,228.87,236.06,243.89,252.06,260.23,268.04,275.17,281.41,286.77,291.46,295.84,300.17,304.51,308.73,312.73,316.3,319.33,321.85,323.95,325.6,326.78,327.53,327.76,327.62,327.65,328.53,330.73,334.43,339.47,345.5,352.02,358.63,365.29,372.02,378.55,384.58,389.91,394.36,398.01,401.22,404.48,408.15,412.32,416.87,421.65,426.47,431.16,435.73,440.2,444.36,447.94,450.76,452.71,453.9,454.68,455.54,456.82,458.67,460.97,463.54,466.1,468.45
,High-income countries,1503,800383.37,810059.26,820444.88,831322.74,842518.78,853902.41,865388.46,876935.23,888538.53,900221.88,912006.77,923881.21,935771.99,947532.89,958978.21,969981.5,980469.23,990489.06,1000187.24,1009779.44,1019422.06,1029167.39,1038968.9,1048765.96,1058458.81,1067978.04,1077312.24,1086499.06,1095575.96,1104597.79,1113605.48,1122604.57,1131585.37,1140554.56,1149516.52,1158470.51,1167419.52,1176352.93,1185238.03,1194031.22,1202697.83,1211240.17,1219659.03,1227918.61,1235975.54,1243807.5,1251412.9,1258827.98,1266118.88,1273374.77,1280673.31,1287991.97,1295345.64,1302888.83,1310818.22,1319249.42,1328265.89,1337760.87,1347423.09,1356821.68,1365642.74,1373768.65,1381273.74,1388271.9,1394958.92,1401479.08
,Holy See,336,0.91,0.89,0.88,0.89,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.88,0.86,0.82,0.77,0.72,0.67,0.65,0.64,0.66,0.69,0.71,0.73,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.79,0.79,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
,LATIN AMERICA AND THE CARIBBEAN,904,168843.91,173398.07,178139.93,183034.62,188059.6,193204.52,198472.1,203877.32,209445.21,215207.21,221190.05,227404.06,233832.78,240428.55,247125.08,253874.25,260655.89,267481.68,274373.98,281369.42,288493.52,295750,303125.04,310605.7,318173.01,325812.43,333515.65,341283.49,349120.88,357036.75,365034.84,373113.77,381261.7,389459.08,397680.64,405906.17,414126,422337.57,430536.57,438721.09,446888.77,455030.31,463139.52,471220.8,479282.05,487325.93,495357.34,503365,511316.2,519167.68,526889.95,534467.72,541913.28,549258.8,556551.6,563825.88,571089.28,578330.65,585542.35,592710.44,599823,606877.94,613873.88,620799.46,627640.85,634386.57
,Least developed countries,941,195724.56,199494.23,203321.51,207277.51,211416.66,215776.63,220377.62,225223.11,230302.05,235592.52,241072.81,246733.12,252585.9,258670.23,265039.36,271723.89,278755.77,286104.47,293663.04,301284.58,308870.07,316378.19,323858.66,331415.94,339201.66,347328.81,355839.32,364711.98,373921.37,383418.37,393172.01,403186.71,413495.92,424131.98,435137.23,446546.15,458352.46,470557.2,483208.05,496364.39,510057.63,524324.7,539125.76,554321.3,569720.37,585189.35,600664.67,616192.98,631885.77,647910.65,664386.09,681362.48,698794.94,716594.05,734626.51,752804.95,771094.43,789552.73,808296.99,827491.8,847254.85,867623.5,888559.75,910012.84,931900.32,954157.8
,Less developed regions,902,1712160.52,1749547.05,1785791.71,1821735.37,1858064.35,1895310.41,1933844.62,1973883.5,2015507.33,2058690.54,2103393.32,2149659.11,2197700.01,2247933.37,2300878.1,2356849.78,2416004.59,2478084.95,2542464.35,2608265.96,2674805.58,2741938.89,2809699.92,2877809.7,2945990.99,3014086.73,3081932.4,3149651.15,3217750.95,3286947.69,3357788.67,3430267.2,3504290.41,3580190.6,3658350.56,3738935.77,3822124.04,3907542.55,3994108.91,4080362.01,4165204.64,4248271.23,4329703.32,4409548.18,4488032.27,4565361.87,4641472.26,4716358.47,4790394.55,4864079.78,4937810.39,5011752.44,5085935.94,5160454.16,5235363.06,5310716.34,5386537.32,5462889.37,5539894.73,5617693.43,5696349.33,5775895.16,5856198.15,5936941.13,6017696.51,6098121.01
,"Less developed regions, excluding China",948,1158315.26,1180687.65,1204645.83,1230101.84,1256979.05,1285212.15,1314747.52,1345542.87,1377566.06,1410793.14,1445202.62,1480769.19,1517458.38,1555224.16,1594015.59,1633796.14,1674544.8,1716265.28,1758979.11,1802722.7,1847526.57,1893412.51,1940386.55,1988448,2037590.67,2087822.45,2139100.45,2191457.54,2245063.8,2300145.45,2356841.57,2415181.89,2475043.57,2536216.82,2598409.75,2661376.83,2725039.8,2789347.05,2854110.04,2919118.67,2984212.74,3049294.94,3114349.24,3179406.28,3244543.05,3309821.91,3375244.78,3440799.38,3506524.93,3572471,3638684.97,3705194.63,3772031.72,3839253.34,3906924.5,3975101.04,4043771.31,4112950.16,4182744.48,4253287.75,4324651.99,4396871,4469848.13,4543358.18,4617094.31,4690815.44
,"Less developed regions, excluding least developed countries",934,1516435.97,1550052.82,1582470.2,1614457.86,1646647.69,1679533.78,1713467,1748660.4,1785205.28,1823098.02,1862320.51,1902925.98,1945114.11,1989263.14,2035838.74,2085125.89,2137248.81,2191980.49,2248801.31,2306981.37,2365935.51,2425560.7,2485841.26,2546393.76,2606789.33,2666757.93,2726093.09,2784939.17,2843829.58,2903529.32,2964616.66,3027080.49,3090794.49,3156058.63,3223213.33,3292389.62,3363771.58,3436985.35,3510900.85,3583997.62,3655147.01,3723946.53,3790577.57,3855226.88,3918311.89,3980172.52,4040807.6,4100165.49,4158508.79,4216169.13,4273424.3,4330389.96,4387140.99,4443860.11,4500736.54,4557911.39,4615442.89,4673336.64,4731597.74,4790201.63,4849094.49,4908271.66,4967638.4,5026928.29,5085796.19,5143963.21
,Low-income countries,1500,130103.44,132018.22,134093.43,136352.79,138809.73,141467.43,144318.12,147343.78,150517.94,153808.79,157188.43,160642.78,164180.18,167835.12,171657.78,175683.06,179916.92,184342.95,188945.74,193701.38,198588.59,203612.75,208769.61,214017.09,219301.27,224587.75,229867.68,235165.09,240521.36,245995.52,251638.36,257466.56,263493.72,269764.92,276331.67,283234.66,290486.4,298092.15,306072.93,314448.82,323227.23,332433.72,342050.45,351987.73,362123.04,372371.98,382697.54,393134.57,403759.22,414684.35,425992.7,437714.06,449827.12,462302.98,475092.68,488164.37,501506.2,515142.54,529119.92,543502.42,558333.18,573629.15,589368.16,605505.8,621977.59,638734.91
,Lower-middle-income countries,1501,768893.01,782434.37,796905.98,812254.18,828435.95,845418.89,863181.76,881713.94,901013.88,921086.56,941935.76,963555.79,985924.32,1008999.3,1032727.68,1057071.17,1082024.67,1107598.36,1133790.85,1160605.5,1188054.09,1216132.45,1244866.02,1274334.09,1304639.98,1335861.46,1368000.58,1401044.12,1435030.26,1470000.05,1505963.39,1542917.15,1580793.34,1619450.5,1658702.56,1698392.47,1738452.62,1778840.18,1819452.72,1860183.62,1900946.28,1941679.05,1982350.49,2022947.1,2063473.82,2103934.44,2144317.01,2184608.42,2224815.17,2264950.53,2305030.85,2345058.43,2385049.93,2425055.26,2465138,2505347.93,2545710.25,2586228.85,2626905.68,2667733.9,2708710.57,2749816.21,2791058.36,2832488.98,2874177.53,2916158.26
,Martinique,474,222,224.42,228.27,233.27,239.15,245.68,252.65,259.88,267.21,274.5,281.63,288.48,294.96,300.96,306.37,311.13,315.18,318.5,321.18,323.32,325.02,326.34,327.3,327.9,328.07,327.84,327.17,326.2,325.29,324.93,325.46,327,329.45,332.61,336.17,339.89,343.75,347.77,351.72,355.35,358.46,360.9,362.76,364.38,366.26,368.74,371.92,375.66,379.67,383.56,387.02,390.02,392.6,394.69,396.18,397.06,397.22,396.75,395.92,395.14,394.69,394.7,395.08,395.66,396.18,396.43
,Mayotte,175,15.14,15.73,16.45,17.25,18.1,18.98,19.9,20.84,21.83,22.89,24.02,25.24,26.54,27.88,29.22,30.53,31.79,33.01,34.25,35.55,36.97,38.52,40.2,41.96,43.73,45.48,47.19,48.89,50.7,52.75,55.14,57.91,61.04,64.5,68.2,72.1,76.18,80.45,84.94,89.71,94.78,100.17,105.83,111.64,117.46,123.18,128.76,134.21,139.58,144.94,150.33,155.76,161.21,166.72,172.34,178.1,184.03,190.1,196.28,202.5,208.72,214.92,221.12,227.35,233.64,240.02
,Melanesia,928,2199.5,2230.47,2264.51,2301.17,2340.12,2381.17,2424.26,2469.47,2516.98,2567.05,2619.97,2675.9,2734.84,2796.57,2860.78,2927.32,2995.87,3066.73,3141.07,3220.49,3305.99,3398.18,3496.42,3598.96,3703.35,3807.83,3911.46,4014.75,4119.12,4226.7,4338.85,4456.44,4578.52,4702.63,4825.31,4944.28,5058.51,5169.3,5279.52,5393.27,5513.55,5641.22,5775.48,5915.57,6060.14,6208.1,6359.5,6514.54,6672.39,6832.01,6992.67,7153.78,7315.53,7478.92,7645.45,7816.09,7991.18,8170.08,8351.61,8534.09,8716.29,8897.78,9078.82,9259.67,9440.88,9622.83
,Micronesia,954,155.09,158.15,161.22,164.34,167.57,170.94,174.51,178.3,182.35,186.68,191.32,196.26,201.49,206.97,212.65,218.48,224.48,230.63,236.74,242.6,248.07,253.1,257.78,262.31,266.92,271.83,277.06,282.62,288.76,295.75,303.75,312.87,323,333.92,345.28,356.82,368.41,380.05,391.67,403.25,414.74,426.08,437.13,447.72,457.6,466.61,474.68,481.82,487.94,493,496.98,499.9,501.88,503,503.45,503.38,502.79,501.84,501.06,501.12,502.49,505.42,509.76,515.08,520.77,526.34
,Middle Africa,911,26400.57,26885.95,27387,27906.86,28448.07,29012.64,29601.91,30216.7,30857.29,31523.63,32215.69,32933.95,33679.72,34455.34,35263.71,36106.95,36987.31,37904.74,38856.28,39837.49,40845.82,41880.57,42944.89,44044.91,45188.85,46383.01,47631.01,48932.7,50286.09,51687.44,53134.78,54632.33,56184.68,57791.15,59450.27,61163.75,62920.91,64728.74,66626.98,68668.66,70886.43,73308.51,75910.79,78610.24,81291.22,83875.09,86328.75,88689.65,91036.21,93482.82,96113.26,98952.77,101979.23,105171.79,108492.37,111912.89,115431.96,119060.92,122798.42,126644.31,130598.29,134658.45,138823.14,143092.85,147468.8,151951.74
,Middle-income countries,1517,1593830.32,1628935.86,1662526.45,1695455.94,1728428.64,1761999.42,1796567.95,1832384.41,1869566.41,1908127.32,1948061.05,1989432.5,2032456.76,2077533.01,2125148.39,2175595.35,2229031.16,2285208.66,2343498.19,2403019.95,2463089.58,2523551.68,2584444.22,2645520.62,2706547.7,2767395.48,2827906.76,2888180.75,2948681.63,3010064.5,3072827.59,3136939.66,3202301.49,3269235.3,3338119.17,3409109.14,3482386.22,3557556.86,3633479.01,3708615.77,3781821.77,3852696.34,3921410.34,3988107.04,4053148.61,4116837.52,4179138.07,4240010.61,4299782.88,4358880.81,4417642.84,4476238.14,4534704.73,4593089.2,4651390.43,4709628.27,4767807.31,4826020.91,4884468.38,4943397.12,5002954.17,5063197.56,5123990.43,5185033.21,5245909.5,5306282.97
,Monaco,492,20,19.38,19.08,19.05,19.26,19.66,20.18,20.79,21.4,21.97,22.45,22.81,23.04,23.17,23.24,23.28,23.3,23.3,23.3,23.35,23.48,23.72,24.05,24.44,24.84,25.2,25.52,25.81,26.09,26.39,26.75,27.17,27.63,28.1,28.51,28.84,29.05,29.17,29.24,29.31,29.44,29.63,29.86,30.14,30.42,30.7,30.97,31.24,31.52,31.8,32.08,32.36,32.65,32.96,33.34,33.81,34.38,35.05,35.73,36.35,36.85,37.19,37.4,37.53,37.62,37.73
,More developed regions,901,812988.79,822320.46,832148.69,842293.64,852613.43,863004.12,873401.53,883779.41,894144.07,904525.51,914950.51,925414.07,935854.35,946141.98,956110.4,965645.34,974680.94,983258.22,991502.55,999599.56,1007682.12,1015795.78,1023894.98,1031912.42,1039742.79,1047312.5,1054609.67,1061671.28,1068531.49,1075241.84,1081843.8,1088334.84,1094712.96,1101019.91,1107307,1113604.8,1119932.08,1126262.4,1132523.79,1138616.01,1144463.06,1150057.53,1155411.96,1160497.2,1165283.63,1169761.21,1173920.04,1177796.64,1181488.27,1185125.43,1188811.73,1192558.3,1196365.83,1200310.52,1204479.35,1208919.51,1213682.93,1218717.95,1223838.15,1228786.1,1233375.71,1237531.9,1241302.31,1244774.01,1248089.44,1251351.09
,Northern Africa,912,49221.88,50394.76,51632.71,52935.2,54301.15,55728.89,57216.12,58759.98,60357.13,62003.91,63696.87,65433.3,67211.71,69032.03,70895.03,72800.63,74753.35,76751.63,78782.73,80829.5,82882.52,84937.13,87005.61,89116.67,91309.32,93613.13,96035,98571.31,101227.4,104006.31,106907.59,109934.07,113079.3,116320.87,119628.62,122978.4,126352.74,129747.54,133167.29,136622.88,140116.61,143656.09,147220.96,150753,154175.83,157438.16,160517.98,163440.18,166259.48,169055.87,171890.85,174786.7,177738.19,180747.12,183807.19,186917.29,190076.36,193300.08,196622.14,200085.37,203716.73,207527.83,211499.57,215589.06,219735.65,223891.53
,NORTHERN AMERICA,905,171614.87,174046.64,176828.95,179892.09,183170.27,186601.57,190127.83,193694.81,197252.51,200755.9,204166.86,207456.26,210605.81,213608.87,216468.18,219189.34,221765.16,224199.66,226526.18,228790.33,231028.83,233253.85,235468.66,237690.1,239934.69,242214.63,244544.26,246926.33,249346.48,251781.74,254217.16,256648.28,259086.32,261550.64,264068.1,266657.95,269332.62,272087.67,274905.47,277759.4,280633.06,283504.66,286385.89,289332.53,292421.64,295699.81,299199.29,302879.38,306624.99,310277.11,313724.12,316914.46,319886.82,322729.93,325577.65,328524.3,331600.24,334766.28,337964.08,341105.76,344129.12,347016.57,349793.41,352491.84,355161.29,357838.04
