"","Alp89Jou.txt","Ama14Int.txt","And05Reg.txt","Ara14Eco.txt","Arr12Reg.txt","Bat01Urb.txt","Ben07Com.txt","Ber12Cit.txt","Bla03Jou.txt","Bos08Reg.txt","Bra99Jou.txt","Bre00Cyb.txt","Bre15Int.txt","Cam90Jou.txt","Cie16Mis.txt","Cra05Con.txt","Del04Con.txt","Del13Eur.txt","Dim09Urb.txt","Eec04The.txt","Ett87Env.txt","Ezz15Rev.txt","Faz15Jou.txt","Gab11Jou.txt","Gab99Qua.txt","Gan06Eco.txt","Gan13Eco.txt","Gie10Jou.txt","Gon10Jou.txt","Gue95Urb.txt","Gul12Age.txt","Hol10Nat.txt","Ign15Dis.txt","Iye13Eur.txt","Kam90Jou.txt","Knu01Ame.txt","Kru96Jou.txt","Kum14Jou.txt","LeG08Emp.txt","Li_16Wor.txt","Luc14Eco.txt","Mal80Env.txt","Man16Reg.txt","Mir86Urb.txt","Mod15Qua.txt","Mor13Tex.txt","Mor13Tow.txt","Nau03Jou.txt","Nis08Jou.txt","Oka79Reg.txt","Par83Jou.txt","Par85Jou.txt","Pen10Phy.txt","Pop74Sov.txt","Pum15Cyb.txt","Ros80Jou.txt","Roz11Ame.txt","Sch12Reg.txt","She12Com.txt","Son02Urb.txt","Soo05Reg.txt","Soo07Urb.txt","Sua80Jou.txt","Ven13Oec.txt","XuZ09Urb.txt","Ziq16Asi.txt"
"attraction",0,0,0,0,0,0.000399520575309628,0,0,0,0,0,0.000399520575309628,0.00058173356602676,0,0,0,0,0,0,0,0.00029086678301338,0,0,0.000399520575309628,0,0,0,0,0,0,0,0,0.00029086678301338,0,0,0,0,0,0,0,0,0,0.00029086678301338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"attracts",0,0,0,0,0,0.00137741046831956,0,0,0,0,0.000861697544161999,0.00137741046831956,0,0,0,0,0,0,0.000430848772081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aubach",0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"avoid",0,0,0,0,0,0.000190657769304099,0,0,0,0.000190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233100233100233,0,0,0.000190657769304099,0.000233100233100233,0,0.000233100233100233,0,0,0.000190657769304099,0,0,0,0,0,0,0,0.000381315538608198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"axes",0,0,0,0,0,0.000828500414250207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542103361040838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361402240693892,0.00165700082850041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"axi",0,0,0,0,0,0.000699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"axtell",0,0,0,0,0,0.000773395204949729,0,0.000773395204949729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773395204949729,0,0,0,0,0,0,0.000929368029739777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bak",0,0,0,0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"batten",0,0,0,0,0,0.000668002672010688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"batty",0,0,0,0,0,0.00112013441612994,0.00122324159021407,0.000560067208064968,0,0,0,0,0.000611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0.000560067208064968,0,0,0,0,0,0,0.000611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611620795107034,0,0,0,0,0,0,0,0,0
"bear",0,0,0,0,0,0.000492368291482029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236742424242424,0,0.000236742424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bears",0,0,0,0,0,0.000414765657403567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299222022740874,0,0,0,0.000598444045481747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"begun",0,0,0,0,0,0.000447227191413238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081366965012205,0.000894454382826476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"behaviour",0,0,0,0,0,0.0007732456988208,0,0,0,0,0,0.0001933114247052,0,0,0,0,0.00194269062651773,0,0,0,0,0,0,0,0,0,0,0,0,0.0017398028223468,0,0,0,0,0,0.0003866228494104,0,0,0,0,0,0,0,0.0003866228494104,0.00242836328314716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000966557123526,0.000485672656629432,0,0,0,0.000485672656629432,0
"bonabeau",0,0,0,0,0,0.000194099378881988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"borne",0,0,0,0,0,0.000260078023407022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726744186046512,0,0,0,0,0,0.000726744186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145348837209302,0,0,0
"bringing",0,0,0,0,0,0.000391236306729264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329055610398157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658111220796315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"britain",0,0,0,0,0,0.00389105058365759,0,0,0,0,0,0.000389105058365759,0,0,0,0,0,0,0,0,0.000319182891797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319182891797,0,0.000319182891797,0,0,0,0,0,0,0
"british",0,0,0,0,0,0.00134589502018843,0,0,0,0,0,0.000448631673396142,0,0,0,0,0,0,0,0,0.000542299349240781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448631673396142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"broader",0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491642084562439,0,0.000491642084562439,0,0,0,0,0.000333889816360601,0,0,0,0,0,0.000333889816360601,0,0.000333889816360601,0,0,0,0.000667779632721202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brownian—motion",0,0,0,0,0,0.00101936799184506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"buffalo",0,0,0,0,0,0.000314564328405159,0,0,0,0,0,0,0.000968054211035818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242013552758954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"building",0,0,0,0,0,0.00142857142857143,0,0.00142857142857143,0.000215007525263384,0.000952380952380952,0,0.000476190476190476,0.000860030101053537,0,0,0,0.000215007525263384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215007525263384,0,0,0,0,0,0,0.000476190476190476,0.000215007525263384,0,0,0,0,0,0,0.000476190476190476
"buildings",0,0,0,0,0,0.000369276218611521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369276218611521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444839857651246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"buried",0,0,0,0,0,0.000203417412530513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"capabilities",0,0,0,0,0,0.000419111483654652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"careful",0,0,0,0,0,0.000465766185374942,0,0,0,0,0,0.000465766185374942,0,0.000465766185374942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390777647518562,0,0,0,0,0.000465766185374942,0.000390777647518562,0,0,0,0,0,0,0,0,0,0,0,0.000390777647518562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"carroll",0,0,0,0,0,0.000729394602479942,0,0.000729394602479942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000486144871171609,0,0,0,0,0,0,0,0,0,0,0.000364697301239971,0.000486144871171609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"casual",0,0,0,0,0,0.00126422250316056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323729362253156,0,0.000323729362253156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"casually",0,0,0,0,0,0.00031328320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031328320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"causal",0,0,0,0,0,0.000766283524904215,0,0.000766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153256704980843,0,0.000766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724987916868052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cell",0,0,0,0,0,0.00120481927710843,0,0,0.00790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000602409638554217,0,0,0,0,0,0,0.000790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790513833992095,0,0,0,0.00395256916996047,0.000602409638554217,0,0,0,0,0,0.000602409638554217,0.00118577075098814,0
"cells",0,0,0,0,0,0.0020746887966805,0,0,0.00311173974540311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282885431400283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396039603960396,0,0,0,0,0,0,0.00103734439834025,0.000282885431400283,0
"cent",0,0,0,0,0,0.00232693426410704,0,0,0,0,0,0,0,0,0,0,0,0,0.00359568517778666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058173356602676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901687027341478,0,0.00232693426410704,0,0,0.0191769876148622,0
"centuries",0,0,0,0,0,0.000430848772081,0,0,0,0,0,0.001723395088324,0.00413223140495868,0,0,0,0.00137741046831956,0,0,0,0,0.000861697544161999,0,0,0.00137741046831956,0,0,0,0.00275482093663912,0.000861697544161999,0,0,0,0.000430848772081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0.000430848772081,0,0,0,0
"characterise",0,0,0,0,0,0.000223914017017465,0,0,0,0,0,0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0
"characteristic",0,0,0,0,0,0.000466200466200466,0,0,0.000190657769304099,0,0.000381315538608198,0,0,0,0,0,0.000190657769304099,0,0,0.000233100233100233,0.000190657769304099,0.000233100233100233,0,0,0.000190657769304099,0,0,0,0,0,0.000190657769304099,0,0,0.000233100233100233,0,0,0,0,0.000190657769304099,0,0,0.000233100233100233,0,0,0,0.000233100233100233,0,0,0,0,0.000381315538608198,0,0,0,0.000190657769304099,0.000233100233100233,0,0,0,0,0,0,0.000190657769304099,0,0,0
"chooses",0,0,0,0,0,0.000180701120346946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165700082850041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"choosing",0,0,0,0,0,0.000266737796745799,0.000699300699300699,0,0,0,0.0034965034965035,0,0,0.000266737796745799,0.000699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266737796745799,0,0,0,0,0.000699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"churches",0,0,0,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cities—",0,0,0,0,0,0.000244917952485917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244917952485917,0,0,0,0
"cities—cities",0,0,0,0,0,0.00029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cities’",0,0,0,0,0,0.000611620795107034,0.000280033604032484,0,0,0,0.000280033604032484,0,0,0,0.000280033604032484,0,0,0,0.00252030243629235,0,0,0,0,0,0.000280033604032484,0,0,0,0.000280033604032484,0.00122324159021407,0.000280033604032484,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0.000560067208064968,0
"city—",0,0,0,0,0,0.000473484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"claim",0,0,0,0,0,0.000299222022740874,0.000414765657403567,0,0,0.000299222022740874,0,0,0,0,0.000829531314807134,0,0,0,0,0,0,0,0.000829531314807134,0,0,0,0,0,0,0,0,0,0,0,0,0.00119688809096349,0,0,0,0.000598444045481747,0,0,0,0.000299222022740874,0,0,0,0,0,0,0,0,0,0,0.000414765657403567,0,0,0,0.000414765657403567,0,0.000414765657403567,0,0,0.000299222022740874,0,0
"classic",0,0,0,0,0,0.00081366965012205,0,0,0,0,0,0,0.000447227191413238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081366965012205,0.00223613595706619,0,0,0,0,0,0,0,0,0,0.000447227191413238,0,0,0,0,0,0,0,0.000447227191413238,0,0,0,0,0,0.000447227191413238,0.00081366965012205,0,0,0,0
"clearest",0,0,0,0,0,0.000485672656629432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001933114247052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coarse",0,0,0,0,0,0.000586854460093897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586854460093897,0,0,0,0,0,0,0,0,0,0,0.000194099378881988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388198757763975,0,0,0,0,0,0,0,0,0
"coef􏰩ficient",0,0,0,0,0,0.000726744186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"combined",0,0,0,0,0,0.000329055610398157,0,0,0.000391236306729264,0.000329055610398157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391236306729264,0,0,0.000987166831194472,0,0,0,0,0,0.000658111220796315,0,0.000329055610398157,0,0,0,0.000329055610398157,0,0,0,0.000658111220796315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"commentary",0,0,0,0,0,0.000319182891797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"commentators",0,0,0,0,0,0.00027114967462039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448631673396142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"compact",0,0,0,0,0,0.000333889816360601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000983284169124877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"comparatively",0,0,0,0,0,0.000474608448030375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474608448030375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"comparator",0,0,0,0,0,0.000484027105517909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484027105517909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"compares",0,0,0,0,0,0.000215007525263384,0,0,0,0,0,0,0,0,0,0,0.000476190476190476,0,0,0,0,0,0.000952380952380952,0,0,0,0,0,0,0,0,0.000215007525263384,0.000476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215007525263384,0.000476190476190476,0.000215007525263384,0,0,0,0,0.000952380952380952,0.000215007525263384,0,0,0,0,0.000476190476190476,0,0,0.000215007525263384,0,0
"compete",0,0,0,0,0,0.000889679715302491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444839857651246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"comprise",0,0,0,0,0,0.000518941359626362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203417412530513,0,0,0.000518941359626362,0,0.000518941359626362,0,0.000518941359626362,0,0,0,0,0,0,0,0.000518941359626362,0,0,0,0,0,0,0,0.000518941359626362,0,0,0.000203417412530513,0,0,0,0,0,0,0,0,0,0,0
"comprising",0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419111483654652,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419111483654652,0,0.000838222967309304,0,0,0,0,0,0,0,0,0
"computation",0,0,0,0,0,0.000390777647518562,0,0,0,0,0,0,0,0.000781555295037124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931532370749884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"computational",0,0,0,0,0,0.000486144871171609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364697301239971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"compute",0,0,0,0,0,0.000647458724506313,0,0.000323729362253156,0,0,0,0.000647458724506313,0,0,0,0.000971188086759469,0.000632111251580278,0,0,0,0,0,0.000632111251580278,0,0,0,0,0.000971188086759469,0,0,0,0,0.00126422250316056,0,0.000632111251580278,0.000323729362253156,0,0,0.000632111251580278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000632111251580278,0,0.000632111251580278,0,0,0,0,0,0,0
"conceived",0,0,0,0,0,0.000283929585462805,0,0,0,0,0,0,0.00031328320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"concentrating",0,0,0,0,0,0.000483325277912035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766283524904215,0.000241662638956017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conditioned",0,0,0,0,0,0.000395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000602409638554217,0,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consistency",0,0,0,0,0,0.000282885431400283,0,0,0,0,0,0.000282885431400283,0.000345781466113416,0,0,0,0.000345781466113416,0,0,0,0,0,0,0.000282885431400283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000565770862800566,0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0.000282885431400283
"consume",0,0,0,0,0,0.000399520575309628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consumed",0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"contain",0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491642084562439,0,0,0,0,0.000447828034034931,0,0,0,0.000223914017017465,0,0.000447828034034931,0,0,0,0,0,0,0,0.000447828034034931,0,0,0,0,0,0,0,0,0,0,0.000983284169124877,0.000223914017017465,0,0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0
"contemporary",0,0,0,0,0,0.000381315538608198,0,0,0,0,0,0.000190657769304099,0,0,0.000233100233100233,0,0,0,0,0,0.000699300699300699,0,0,0,0,0,0,0,0.000233100233100233,0,0,0,0,0,0,0.000190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"continual",0,0,0,0,0,0.00165700082850041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"continually",0,0,0,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"continued",0,0,0,0,0,0.000773395204949729,0,0.000773395204949729,0.000929368029739777,0.000773395204949729,0,0.000773395204949729,0,0,0,0,0.000929368029739777,0,0,0,0.000929368029739777,0,0,0,0,0,0,0,0,0,0.00278810408921933,0,0,0.00232018561484919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464684014869888,0.00232018561484919,0,0,0,0,0,0,0,0.000773395204949729,0,0,0,0,0.00464684014869888,0.000773395204949729
"continues",0,0,0,0,0,0.000582072176949942,0,0,0,0,0.000244917952485917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291036088474971,0,0,0.000244917952485917,0,0.000244917952485917,0,0,0,0,0,0,0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0.00122458976242959,0,0.000244917952485917,0,0,0,0,0,0,0,0.000489835904971834,0.000291036088474971,0,0,0,0
"continuities",0,0,0,0,0,0.000334001336005344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"continuity”",0,0,0,0,0,0.000280033604032484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"continuous",0,0,0,0,0,0.000246184145741014,0.000236742424242424,0,0.000710227272727273,0,0,0.000738552437223043,0.000710227272727273,0,0,0,0.000236742424242424,0.000246184145741014,0.000236742424242424,0.000246184145741014,0,0,0,0,0.00142045454545455,0,0.000236742424242424,0,0.000236742424242424,0.000246184145741014,0,0.000246184145741014,0.00165719696969697,0,0,0.000246184145741014,0,0.000246184145741014,0.000946969696969697,0,0,0,0,0,0.000236742424242424,0,0,0,0,0.000246184145741014,0,0,0,0,0,0,0,0,0,0,0.000236742424242424,0,0,0,0.000236742424242424,0
