"","Alp89Jou.txt","Ama14Int.txt","And05Reg.txt","Ara14Eco.txt","Arr12Reg.txt","Bat01Urb.txt","Ben07Com.txt","Ber12Cit.txt","Bla03Jou.txt","Bos08Reg.txt","Bra99Jou.txt","Bre00Cyb.txt","Bre15Int.txt","Cam90Jou.txt","Cie16Mis.txt","Cra05Con.txt","Del04Con.txt","Del13Eur.txt","Dim09Urb.txt","Eec04The.txt","Ett87Env.txt","Ezz15Rev.txt","Faz15Jou.txt","Gab11Jou.txt","Gab99Qua.txt","Gan06Eco.txt","Gan13Eco.txt","Gie10Jou.txt","Gon10Jou.txt","Gue95Urb.txt","Gul12Age.txt","Hol10Nat.txt","Ign15Dis.txt","Iye13Eur.txt","Kam90Jou.txt","Knu01Ame.txt","Kru96Jou.txt","Kum14Jou.txt","LeG08Emp.txt","Li_16Wor.txt","Luc14Eco.txt","Mal80Env.txt","Man16Reg.txt","Mir86Urb.txt","Mod15Qua.txt","Mor13Tex.txt","Mor13Tow.txt","Nau03Jou.txt","Nis08Jou.txt","Oka79Reg.txt","Par83Jou.txt","Par85Jou.txt","Pen10Phy.txt","Pop74Sov.txt","Pum15Cyb.txt","Ros80Jou.txt","Roz11Ame.txt","Sch12Reg.txt","She12Com.txt","Son02Urb.txt","Soo05Reg.txt","Soo07Urb.txt","Sua80Jou.txt","Ven13Oec.txt","XuZ09Urb.txt","Ziq16Asi.txt"
"accept",3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"acceptance",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"accepted",1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"accepting",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"according",1,4,0,10,1,2,0,2,5,4,1,9,11,0,5,0,1,5,4,2,1,9,6,1,1,2,2,3,3,1,3,2,1,8,3,22,0,2,2,10,0,0,3,0,12,2,6,5,0,8,1,2,0,0,8,0,1,3,6,6,1,0,1,1,6,3
"accordingly",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"accuracy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"accurate",4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0
"achieve",1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"additional",1,0,1,0,1,0,0,0,0,2,2,0,0,1,3,0,0,0,1,2,0,0,0,1,0,0,1,2,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,2,0,0,1,0,7,3,0,0,1,0
"allow",1,0,0,0,1,0,0,0,1,6,0,1,1,3,0,1,2,0,1,3,0,0,2,0,3,0,0,0,0,0,2,1,2,0,0,1,0,1,2,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1,0
"almost",1,1,3,1,1,2,0,0,2,4,3,1,0,0,2,1,1,0,4,0,0,1,1,0,1,1,0,5,5,5,1,0,10,2,3,7,0,0,2,4,0,0,0,0,1,2,1,2,0,1,0,0,5,0,3,2,0,2,2,0,3,2,0,2,0,0
"alperovich",7,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"alpha",8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alphathe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"also",2,8,13,13,13,20,6,4,12,27,19,14,10,8,8,6,8,23,13,13,5,3,5,10,5,2,9,22,21,4,13,14,20,6,2,15,11,10,17,14,14,10,1,4,4,18,14,16,14,6,24,5,6,0,8,10,11,14,13,21,24,18,3,9,14,6
"alter",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ambitious",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"american",1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,1,0,0,2,1,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"among",3,0,0,3,5,0,1,1,1,1,0,6,2,3,1,0,1,0,4,0,12,3,5,3,0,0,1,3,2,0,3,1,6,26,1,0,1,3,3,0,1,5,1,0,2,4,10,2,0,0,12,6,0,1,7,2,3,2,3,3,0,0,1,3,8,0
"ample",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"analogous",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"analyses",1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,0
"analysis",10,5,4,0,25,5,23,6,4,10,3,2,1,2,5,0,4,5,1,5,15,0,13,5,2,1,2,12,6,3,7,20,20,20,0,4,11,5,8,1,0,8,12,4,15,10,20,4,2,1,8,10,2,3,1,2,9,0,6,0,5,3,1,13,3,9
"analyzing",1,1,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"another",1,1,1,2,2,7,1,1,0,0,3,5,4,2,1,0,7,1,0,3,2,1,1,1,3,1,4,1,1,2,5,5,7,1,0,4,0,5,7,4,0,1,0,3,1,1,1,1,0,0,1,1,1,0,3,0,2,1,5,2,0,1,2,4,5,0
"appeared",1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"application",1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,8,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"applied",1,0,1,1,2,0,1,0,0,0,0,4,1,1,2,0,1,1,2,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,2,1,0,1,1,1,0,0,1,2,1,0,3,0,0,0,2,2,0,0,1,1,3,2,0,0,0,0,0,1,2,0
"applies",1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"apply",2,0,0,0,2,0,0,2,1,2,1,1,0,0,1,0,1,0,0,1,0,0,3,0,1,2,0,0,0,0,3,1,0,0,0,0,0,1,0,1,2,0,0,0,2,0,2,0,3,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0
"applying",1,0,0,0,1,0,1,0,3,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,0
"approached",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"appropriate",5,0,5,0,0,5,1,1,1,3,0,0,0,3,0,2,0,0,0,2,1,0,4,0,0,0,1,0,0,0,4,0,1,1,0,0,2,0,6,1,0,3,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0,0,2,1,0,1,2,0
"approximately",1,0,0,1,1,0,4,0,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,3,1,1,0,0,21,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,5,0,2,1,5,0,0,2,3,0,1,0,3,1,0,0,3,0
"area",4,2,6,3,5,21,0,5,22,2,0,0,18,11,0,6,2,3,0,6,2,4,3,2,0,1,0,4,2,0,5,36,13,1,1,0,4,4,12,22,2,1,2,0,1,1,2,2,0,0,13,3,7,0,2,6,30,1,10,4,6,0,5,3,7,3
"areas",10,0,3,5,4,11,2,15,41,1,4,1,49,7,0,12,8,1,3,6,4,8,7,1,1,1,0,4,10,1,4,21,36,21,3,2,8,4,22,3,16,3,1,0,2,2,11,5,1,0,14,3,3,0,10,4,26,3,28,10,1,3,4,6,8,0
"arising",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"assured",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asymptotically",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"attempt",2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"availability",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,0,2,0
"available",1,0,1,0,1,1,0,0,0,1,0,1,2,1,1,2,0,1,0,5,0,0,1,0,0,1,2,0,1,3,0,1,4,0,4,0,0,0,2,3,0,1,0,4,0,0,0,1,2,0,2,3,0,0,2,2,3,2,0,1,14,0,1,0,2,0
"average",2,0,5,1,9,5,1,4,16,13,11,8,4,1,6,0,10,7,6,10,3,1,1,2,3,2,1,6,18,0,0,14,23,0,0,0,2,8,22,4,0,2,2,0,0,51,3,13,0,0,3,0,7,0,6,0,2,2,7,1,7,4,0,3,32,0
"avoids",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"based",7,6,3,5,3,22,11,2,13,12,5,0,9,4,4,5,5,4,2,1,0,2,7,6,0,5,0,0,2,1,7,1,14,7,0,7,1,5,1,8,3,1,0,1,4,5,24,4,14,3,20,17,0,1,2,0,10,3,11,5,4,0,1,3,14,1
"behavior",2,0,0,3,1,0,3,2,1,0,3,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,1,0,11,0,2,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,6,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
"belong",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"best",1,0,5,0,1,1,3,2,0,1,2,0,0,1,4,0,6,1,0,1,0,0,11,2,0,1,0,0,1,2,3,3,0,0,1,1,3,1,1,1,1,0,1,0,1,0,0,1,3,0,3,1,0,0,0,3,1,2,1,0,7,3,0,1,0,0
"bias",3,0,0,0,0,0,0,0,1,2,2,0,1,0,9,0,0,1,1,0,0,3,3,10,0,0,2,0,0,0,5,0,1,0,1,3,0,0,0,5,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,3,1,0,0,3,2,4,0,1,0
"biased",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,2,1,0
"bigger",1,0,0,0,7,1,0,0,4,1,0,0,0,0,2,1,3,0,3,2,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"body",1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"briefly",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"calculated",3,0,0,2,1,1,0,0,2,1,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,4,2,2,0,0,0,0,1,1,1,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,2
"called",1,0,1,3,3,1,0,1,0,3,6,1,1,1,3,0,0,0,0,0,0,1,4,0,1,2,2,0,0,1,1,1,6,0,1,1,1,2,2,0,0,0,1,0,1,0,0,4,1,2,0,1,1,1,1,0,1,0,2,1,0,0,0,1,1,1
"can",13,7,2,21,32,22,14,10,11,30,18,15,9,11,10,0,8,18,10,24,4,0,5,2,27,3,6,16,19,12,29,18,29,14,10,26,21,8,28,11,5,8,1,2,28,11,7,8,16,2,32,10,1,2,13,7,3,10,9,4,12,4,2,11,24,9
"carried",1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1
"carry",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"case",4,0,14,14,17,7,12,3,2,21,4,3,11,5,11,0,6,0,6,4,1,6,1,6,15,2,15,4,8,2,8,8,13,2,4,29,4,1,17,4,0,5,1,2,3,2,6,6,7,13,15,9,3,1,5,7,6,7,1,4,3,4,2,6,0,1
"cases",5,2,0,2,0,3,25,2,3,0,0,0,0,1,3,0,1,0,2,0,3,0,1,0,0,3,0,6,1,0,7,4,4,1,7,1,0,0,2,0,0,0,0,1,3,3,0,2,2,0,3,4,0,0,0,3,0,3,0,0,1,1,0,3,0,0
"caution",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"changed",1,0,2,4,1,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,1,3,2
"changes",1,5,2,2,2,18,1,1,18,6,19,8,7,0,0,0,4,1,6,5,4,1,0,0,1,0,0,1,5,0,4,4,10,4,1,4,1,7,10,6,0,10,0,10,1,4,11,4,0,1,7,1,0,4,0,2,0,8,2,8,1,1,0,1,11,1
"chap",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"choice",1,0,0,0,2,1,3,0,3,1,1,0,1,2,1,0,0,1,1,7,0,1,7,5,1,0,2,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,5,1,1,0,1,0,0,0,0,2,0
"chosen",1,0,3,0,3,2,4,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,4,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0
"cities",4,22,85,73,38,29,80,15,141,127,93,37,26,15,33,3,106,59,76,123,62,84,26,4,78,11,19,71,111,53,100,19,111,147,12,51,69,40,63,148,23,44,49,31,97,35,21,72,10,16,62,17,33,5,51,58,45,86,58,81,69,71,4,45,234,12
"city",11,34,93,19,27,23,28,28,86,215,77,9,17,46,53,4,97,73,72,63,31,22,42,3,72,25,8,70,49,46,101,23,26,103,11,25,70,21,19,87,24,26,35,13,46,18,48,17,12,74,73,24,48,5,32,29,35,129,33,66,31,82,13,55,171,57
"citys",1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,5,3,0,0,0,0,0,1,1,2,0,1,4,0,0,3,2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,1,0,2,0,2,0,0,1,0,1,0
"claimed",1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"claims",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"clearly",1,1,0,0,3,4,0,1,0,5,1,1,0,0,1,1,0,0,1,2,0,0,5,0,0,0,0,3,9,2,1,4,2,0,0,6,2,1,1,0,0,1,0,1,3,1,1,0,0,0,2,0,2,2,5,1,0,2,0,0,4,0,0,0,0,0
"close",1,0,2,0,2,1,1,1,3,3,5,2,3,1,6,0,1,0,0,4,0,2,1,1,14,6,4,4,4,5,5,6,5,2,0,5,13,1,2,0,1,0,1,3,2,4,3,3,1,4,0,2,2,1,0,1,4,7,0,0,2,2,0,3,1,5
"closely",1,0,2,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,5,1,2,0,1,1,0,1,0,2,0,1,0,1,0,2,0,0,0,0,1,0,1,0,1,2,0,1,0,0,2,1,2,0,0,0
"closer",1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,3,1,3,0,0,0,0,1,2,0,0,2,2,0,0,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0
"closest",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"coefficient",1,5,7,27,7,0,1,4,0,8,0,3,0,0,1,4,10,3,3,19,9,20,23,1,0,12,12,6,8,5,0,26,2,0,6,0,1,8,0,3,1,3,0,0,29,15,5,15,8,1,0,8,9,1,0,4,1,4,5,3,7,3,2,6,6,0
"collecting",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"column",1,0,1,0,2,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,1,0,1,0,0,1,0,0,16,1,1,2,1,0,5,0
"columns",2,0,3,0,0,0,0,0,3,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,4,10,0,0,2,0
"compare",3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,1,1,2,1,0,0,0,3,0,1,0,2,2,2,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,1,3,0,1,1,0,2,0,0,0,1
"competing",1,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"completely",1,0,0,1,0,2,0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0
"concept",1,0,0,0,2,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"concerned",1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,7,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"concerning",1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,6,0,6,0,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,6,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0
"conclusion",2,0,0,1,6,0,2,2,0,4,0,0,0,2,0,0,3,0,3,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,3,4,0,0,4,0,0,0,1,0,2,0,0,1,1,4,0,2,0,0,1,1,2,1,5,0,0,0,0,0,1,2
"conclusions",6,2,2,1,8,0,1,1,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,2,0,2,3,2,0,0,0,1,3,0,0,3,0,2,0,1,1,0,2,1,0,1,1,2,0,7,0,1,0,0,3,5,0,1,2,0,0,0,0,0
"conduct",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conducted",2,0,0,0,0,0,3,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"conducting",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"confidence",3,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,4,0,3,0,0,1
"confirmed",2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"connected",1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
"consecutive",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consequently",2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,1,0,1,0
