"","i","j","diff_mean"
"1980","Par85Jou","Roz11Ame",0.154760349118548
"947","Dim09Urb","Soo05Reg",0.154880942719796
"1566","Kam90Jou","Nau03Jou",0.154938567664954
"253","Bat01Urb","Bos08Reg",0.155135960401854
"1091","Faz15Jou","Gab11Jou",0.155211307713765
"533","Bra99Jou","She12Com",0.155430643682391
"1812","Man16Reg","Par83Jou",0.155451094985933
"1899","Mor13Tow","Ros80Jou",0.155973932553596
"2066","Soo05Reg","Soo07Urb",0.156047206858488
"1463","Hol10Nat","Mir86Urb",0.156162825926989
"716","Cie16Mis","Gon10Jou",0.156308532182243
"967","Eec04The","Kam90Jou",0.156500032598638
"640","Bre15Int","Roz11Ame",0.15652949420116
"1112","Faz15Jou","Mir86Urb",0.156553914658336
"1406","Gue95Urb","Sch12Reg",0.156934591235842
"1885","Mor13Tex","Soo05Reg",0.157019560493049
"1299","Gan13Eco","XuZ09Urb",0.157165520932453
"1253","Gan06Eco","She12Com",0.157223247685247
"43","Alp89Jou","Mod15Qua",0.157337368952879
"175","And05Reg","Par85Jou",0.157387170955737
"1057","Ezz15Rev","Iye13Eur",0.157388017589059
"654","Cam90Jou","Dim09Urb",0.157501727084397
"1599","Knu01Ame","Oka79Reg",0.157501727084397
"1142","Gab11Jou","Hol10Nat",0.157505432871561
"65","Ama14Int","And05Reg",0.157886569267345
"910","Dim09Urb","Gab99Qua",0.158473959967634
"426","Bla03Jou","XuZ09Urb",0.15861979490012
"867","Del13Eur","Gue95Urb",0.158731035161591
"628","Bre15Int","Mod15Qua",0.158947664925637
"2053","She12Com","Son02Urb",0.159103523463509
"309","Bat01Urb","XuZ09Urb",0.1591545229859
"923","Dim09Urb","Kru96Jou",0.159446192850871
"1991","Pen10Phy","Pum15Cyb",0.159587250771098
"153","And05Reg","Gul12Age",0.159750015626883
"55","Alp89Jou","Roz11Ame",0.159755539677356
"321","Ber12Cit","Dim09Urb",0.159770270478617
"1222","Gan06Eco","Gon10Jou",0.159954405494382
"1814","Man16Reg","Pen10Phy",0.160291278508472
"248","Ara14Eco","Ven13Oec",0.160315217813433
"1103","Faz15Jou","Knu01Ame",0.160442846191285
"747","Cie16Mis","She12Com",0.160869120997385
"1587","Knu01Ame","Kum14Jou",0.160877535706748
"1633","Kra98Urb","Pop74Sov",0.160958555113684
"989","Eec04The","Ros80Jou",0.161159174597527
"444","Bos08Reg","Gan13Eco",0.161184083516499
"906","Dim09Urb","Ett87Env",0.161876775058964
"345","Ber12Cit","Mal80Env",0.161906236661486
"1650","Kru96Jou","Mal80Env",0.162230314289232
"814","Del04Con","Gan06Eco",0.16231427985642
"503","Bra99Jou","Gue95Urb",0.162443910907519
"370","Bla03Jou","Bos08Reg",0.162638357484166
"584","Bre00Cyb","Pum15Cyb",0.162849007942201
"1195","Gab99Qua","Mal80Env",0.163202547172469
"1104","Faz15Jou","Kra98Urb",0.163310703926643
"598","Bre15Int","Cra05Con",0.16332613831306
"572","Bre00Cyb","Man16Reg",0.163553035679574
"1431","Gul12Age","Mor13Tow",0.164064299046247
"678","Cam90Jou","Mal80Env",0.164174780055706
"1088","Ezz15Rev","Ven13Oec",0.164247481955032
"1680","Kum14Jou","Mir86Urb",0.164766467239696
"897","Del13Eur","She12Com",0.165744302386718
"1305","Gie10Jou","Ign15Dis",0.165909331904208
"108","Ama14Int","Mor13Tow",0.165927745405785
"704","Cie16Mis","Del04Con",0.165960153168559
"1149","Gab11Jou","Kum14Jou",0.166109074184268
"1408","Gue95Urb","Son02Urb",0.166116790688636
"1629","Kra98Urb","Oka79Reg",0.16625182303353
"1261","Gan13Eco","Gie10Jou",0.166328815856961
"1895","Mor13Tow","Par85Jou",0.166427143717393
"804","Cra05Con","XuZ09Urb",0.166455255680937
"1744","Li_16Wor","Pum15Cyb",0.166462675797024
"837","Del04Con","Nau03Jou",0.166543492898501
"1799","Mal80Env","Soo05Reg",0.166795564420307
"1810","Man16Reg","Nis08Jou",0.166808829209488
"1548","Iye13Eur","Soo07Urb",0.167037682859206
"1732","Li_16Wor","Man16Reg",0.167166703534398
"1933","Nis08Jou","Pum15Cyb",0.167512856946861
"388","Bla03Jou","Gie10Jou",0.167783089824629
"369","Ber12Cit","Ziq16Asi",0.167797442223107
"179","And05Reg","Ros80Jou",0.167840382119534
"1532","Iye13Eur","Mor13Tex",0.168010036493767
"1674","Kru96Jou","Ziq16Asi",0.168121519850852
"1019","Ett87Env","Li_16Wor",0.168471552478129
"1219","Gab99Qua","Ziq16Asi",0.169093752734089
"963","Eec04The","Gul12Age",0.169249541090178
"1607","Knu01Ame","Sch12Reg",0.169816676938733
"702","Cam90Jou","Ziq16Asi",0.170065985617326
"1398","Gue95Urb","Oka79Reg",0.170383812787288
"433","Bos08Reg","Cra05Con",0.170473818264983
"1869","Mod15Qua","XuZ09Urb",0.17083372906836
"806","Del04Con","Del13Eur",0.170835334557892
"450","Bos08Reg","Ign15Dis",0.171054064244671
"80","Ama14Int","Eec04The",0.171112987449715
"373","Bla03Jou","Bre15Int",0.171161599093877
"45","Alp89Jou","Mor13Tow",0.1714223342762
"985","Eec04The","Par85Jou",0.171612385761323
"1920","Nau03Jou","She12Com",0.171634525069675
"1174","Gab11Jou","Sua80Jou",0.171714846271618
"549","Bre00Cyb","Ett87Env",0.172085220332952
"157","And05Reg","Kam90Jou",0.172499524118423
"609","Bre15Int","Gan13Eco",0.172615873061544
"4","Alp89Jou","Bat01Urb",0.172650883101381
"2070","Soo05Reg","Ziq16Asi",0.172686769981927
"1846","Mir86Urb","Sua80Jou",0.173057453216189
"941","Dim09Urb","Pum15Cyb",0.173057453216189
"1704","LeG08Emp","Luc14Eco",0.173184560910493
"2043","Roz11Ame","XuZ09Urb",0.173251899792837
"1097","Faz15Jou","Gue95Urb",0.173324931894175
"1841","Mir86Urb","Sch12Reg",0.173705608471681
"929","Dim09Urb","Man16Reg",0.173761480953563
"2072","Soo07Urb","Ven13Oec",0.173897147225178
"1228","Gan06Eco","Kam90Jou",0.173919205089968
"463","Bos08Reg","Mod15Qua",0.174852291652406
"1888","Mor13Tex","Ven13Oec",0.174869500859739
"1169","Gab11Jou","Sch12Reg",0.175048215416253
"1518","Ign15Dis","XuZ09Urb",0.175072626828717
"509","Bra99Jou","Knu01Ame",0.175325996610409
"1032","Ett87Env","Pen10Phy",0.175346977504055
"766","Cra05Con","Gie10Jou",0.175618550605446
"17","Alp89Jou","Eec04The",0.176607576320131
"1612","Knu01Ame","Sua80Jou",0.176946384749138
"475","Bos08Reg","Roz11Ame",0.177270462376883
"961","Eec04The","Gon10Jou",0.177373577985711
"1953","Oka79Reg","She12Com",0.177397080012415
"1483","Hol10Nat","Ven13Oec",0.17749811517489
"722","Cie16Mis","Kam90Jou",0.177565078402107
"296","Bat01Urb","Par85Jou",0.177646073660188
"1528","Iye13Eur","Mal80Env",0.177786040421024
"874","Del13Eur","Kra98Urb",0.177904600659227
"67","Ama14Int","Bat01Urb",0.178145471971797
"1250","Gan06Eco","Ros80Jou",0.178578347088857
"1396","Gue95Urb","Nau03Jou",0.178647792294802
"1609","Knu01Ame","Son02Urb",0.178998876391527
"518","Bra99Jou","Mir86Urb",0.179214928143357
"1318","Gie10Jou","Mod15Qua",0.179997023992869
"274","Bat01Urb","Gul12Age",0.180008918331334
"1030","Ett87Env","Par83Jou",0.180187161026594
"207","Ara14Eco","Gab11Jou",0.180307900116762
"1127","Faz15Jou","She12Com",0.180338199119302
"1285","Gan13Eco","Par83Jou",0.180466702367366
"497","Bra99Jou","Gab11Jou",0.180557535087929
"352","Ber12Cit","Nis08Jou",0.180800039684434
"1657","Kru96Jou","Nis08Jou",0.18112411731218
"228","Ara14Eco","Mir86Urb",0.181650507061334
"412","Bla03Jou","Par83Jou",0.181920976335034
"1202","Gab99Qua","Nis08Jou",0.182096350195417
"744","Cie16Mis","Ros80Jou",0.182224220400996
"1330","Gie10Jou","Roz11Ame",0.182415194717346
"872","Del13Eur","Kam90Jou",0.182440259791439
"839","Del04Con","Oka79Reg",0.182488112183588
"1358","Gon10Jou","Mor13Tow",0.182558820029642
"724","Cie16Mis","Kra98Urb",0.18277978204856
"1843","Mir86Urb","Son02Urb",0.182887807924475
"685","Cam90Jou","Nis08Jou",0.183068583078654
"1552","Iye13Eur","Ziq16Asi",0.183677245982645
"139","And05Reg","Del04Con",0.18410444935197
"1171","Gab11Jou","Son02Urb",0.184230414869047
"1047","Ezz15Rev","Gab11Jou",0.184240164258361
"1452","Hol10Nat","Iye13Eur",0.184357579540862
"1802","Mal80Env","Ven13Oec",0.184645504786997
"1908","Mor13Tow","XuZ09Urb",0.184918694391681
"1287","Gan13Eco","Pen10Phy",0.185306885889905
"811","Del04Con","Faz15Jou",0.185429231290476
"219","Ara14Eco","Knu01Ame",0.185539438594282
"1068","Ezz15Rev","Mir86Urb",0.185582771202933
"1939","Nis08Jou","Soo05Reg",0.185689367443254
"1700","Kum14Jou","Ven13Oec",0.186101756487597
"1230","Gan06Eco","Kra98Urb",0.186425655360699
"1224","Gan06Eco","Gul12Age",0.186668713581508
"414","Bla03Jou","Pen10Phy",0.186761159857573
"894","Del13Eur","Ros80Jou",0.187099401790328
"1365","Gon10Jou","Pop74Sov",0.187429804980001
"300","Bat01Urb","Ros80Jou",0.188099284823985
"86","Ama14Int","Gan06Eco",0.188532159941045
"555","Bre00Cyb","Gan13Eco",0.188568643061008
"30","Alp89Jou","Ign15Dis",0.188568986944198
"465","Bos08Reg","Mor13Tow",0.188937256975727
"1246","Gan06Eco","Par85Jou",0.189031558252653
"182","And05Reg","She12Com",0.189195481523144
"1059","Ezz15Rev","Knu01Ame",0.189471702735881
"790","Cra05Con","Par83Jou",0.189756437115851
"1411","Gue95Urb","Sua80Jou",0.189828470452028
"372","Bla03Jou","Bre00Cyb",0.190022917028675
"998","Eec04The","XuZ09Urb",0.190103936435612
"718","Cie16Mis","Gul12Age",0.190314586893647
"2079","Ven13Oec","Ziq16Asi",0.190536710348617
"1597","Knu01Ame","Nau03Jou",0.191529877997693
"75","Ama14Int","Cie16Mis",0.192178033253184
"1274","Gan13Eco","Li_16Wor",0.192182310915832
"740","Cie16Mis","Par85Jou",0.192677431564792
"278","Bat01Urb","Kam90Jou",0.192758426822874
"1524","Iye13Eur","Kum14Jou",0.192961220853569
"1505","Ign15Dis","Par85Jou",0.193564177503005
"401","Bla03Jou","Li_16Wor",0.193636584883499
"1173","Gab11Jou","Soo07Urb",0.193889829528507
"23","Alp89Jou","Gan06Eco",0.194026748811461
"93","Ama14Int","Ign15Dis",0.194063575814613
"1320","Gie10Jou","Mor13Tow",0.19408198931619
"1568","Kam90Jou","Oka79Reg",0.194093037417136
"437","Bos08Reg","Eec04The",0.194122499019658
"1855","Mod15Qua","Par83Jou",0.194134910503274
"1368","Gon10Jou","Roz11Ame",0.194225614628487
"1006","Ett87Env","Gie10Jou",0.194325047536999
"792","Cra05Con","Pen10Phy",0.19459662063839
"1157","Gab11Jou","Mor13Tex",0.194862183163068
"2050","Sch12Reg","Ven13Oec",0.195040897719582
"868","Del13Eur","Gul12Age",0.195189768282979
"1845","Mir86Urb","Soo07Urb",0.195232436473079
"1480","Hol10Nat","Soo05Reg",0.19534805554158
"1831","Mir86Urb","Nau03Jou",0.195418809530641
"1416","Gul12Age","Ign15Dis",0.195927022174151
"1829","Mir86Urb","Mor13Tex",0.19620479010764
"152","And05Reg","Gue95Urb",0.196208748748271
"1966","Par83Jou","Roz11Ame",0.196553081227751
"1356","Gon10Jou","Mod15Qua",0.196643785352963
"1535","Iye13Eur","Nis08Jou",0.196679843443972
"1159","Gab11Jou","Nau03Jou",0.196761416475213
"2056","She12Com","Sua80Jou",0.196841737677155
"1102","Faz15Jou","Kam90Jou",0.197034156524023
"78","Ama14Int","Del13Eur",0.197053214642517
"890","Del13Eur","Par85Jou",0.197552612954125
"626","Bre15Int","Man16Reg",0.197631480442978
"12","Alp89Jou","Cie16Mis",0.1976726221236
"544","Bre00Cyb","Cra05Con",0.197858377809492
"667","Cam90Jou","Hol10Nat",0.197968839906181
"638","Bre15Int","Pum15Cyb",0.198335508180352
"213","Ara14Eco","Gue95Urb",0.198421524297172
"1950","Oka79Reg","Ros80Jou",0.198752179416025
"912","Dim09Urb","Gan13Eco",0.198777088334997
"1184","Gab99Qua","Hol10Nat",0.198941072789418
"1857","Mod15Qua","Pen10Phy",0.198975094025813
"1611","Knu01Ame","Soo07Urb",0.199121368006027
"960","Eec04The","Gie10Jou",0.199267231360121
"438","Bos08Reg","Ett87Env",0.199469779877462
"1456","Hol10Nat","Kru96Jou",0.199913305672655
"1595","Knu01Ame","Mor13Tex",0.200093721640588
"379","Bla03Jou","Dim09Urb",0.200231362302664
"334","Ber12Cit","Hol10Nat",0.2002373833004
"538","Bra99Jou","Ven13Oec",0.200550217391258
"767","Cra05Con","Gon10Jou",0.201022258740387
"1993","Pen10Phy","Roz11Ame",0.20139326475029
"779","Cra05Con","Li_16Wor",0.201472045664316
"1124","Faz15Jou","Ros80Jou",0.201693298522912
"1544","Iye13Eur","Sch12Reg",0.201900362085554
"852","Del04Con","Sua80Jou",0.201932769848329
"574","Bre00Cyb","Mod15Qua",0.202236851196916
"1053","Ezz15Rev","Gue95Urb",0.202353788438772
"15","Alp89Jou","Del13Eur",0.202547803512932
"1044","Ett87Env","XuZ09Urb",0.203488342461508
"1942","Nis08Jou","Ven13Oec",0.203539307809945
"969","Eec04The","Kra98Urb",0.203844827852028
"1697","Kum14Jou","Soo05Reg",0.203951696854287
"1509","Ign15Dis","Ros80Jou",0.204017388666802
"2063","Son02Urb","Ven13Oec",0.204223097172376
"260","Bat01Urb","Del04Con",0.204363352056422
"1153","Gab11Jou","Mal80Env",0.204638187090326
"586","Bre00Cyb","Roz11Ame",0.204655021921392
"243","Ara14Eco","She12Com",0.205434791522299
"1734","Li_16Wor","Mod15Qua",0.205850519051739
"1782","Mal80Env","Mir86Urb",0.205980794034898
"674","Cam90Jou","Kum14Jou",0.206572481218888
"1434","Gul12Age","Oka79Reg",0.206842545908676
"507","Bra99Jou","Iye13Eur",0.207409681757231
"1259","Gan06Eco","XuZ09Urb",0.207523108926942
"1191","Gab99Qua","Kum14Jou",0.207544714102125
"757","Cra05Con","Dim09Urb",0.208066823083481
"1894","Mor13Tow","Par83Jou",0.208219875826595
"1746","Li_16Wor","Roz11Ame",0.208268689776216
"1646","Kru96Jou","Kum14Jou",0.208516946985362
"1487","Ign15Dis","Kam90Jou",0.208676530665691
"111","Ama14Int","Oka79Reg",0.208705992268213
"341","Ber12Cit","Kum14Jou",0.208841024613107
"389","Bla03Jou","Gon10Jou",0.208857719521204
"1626","Kra98Urb","Mor13Tow",0.209030069895959
"158","And05Reg","Knu01Ame",0.209090834451161
"1946","Oka79Reg","Par85Jou",0.209205390579822
"1083","Ezz15Rev","She12Com",0.209367055663899
"303","Bat01Urb","She12Com",0.209454384227595
"1098","Faz15Jou","Gul12Age",0.209783665015563
"1591","Knu01Ame","Mal80Env",0.209869725567846
"1262","Gan13Eco","Gon10Jou",0.210311993488871
"200","Ara14Eco","Del04Con",0.210525823693473
"1177","Gab11Jou","Ziq16Asi",0.210529392651946
"1546","Iye13Eur","Son02Urb",0.211082561538348
"753","Cie16Mis","XuZ09Urb",0.211168982239081
"443","Bos08Reg","Gan06Eco",0.211541671510988
"315","Ber12Cit","Bre15Int",0.211622690917925
"83","Ama14Int","Faz15Jou",0.211647111375101
"1849","Mir86Urb","Ziq16Asi",0.211871999596518
"620","Bre15Int","Kru96Jou",0.21194676854567
"1410","Gue95Urb","Soo07Urb",0.212003453708918
"1120","Faz15Jou","Par85Jou",0.212146509686709
"931","Dim09Urb","Mod15Qua",0.212445296470904
"2047","Sch12Reg","Soo05Reg",0.212890838086272
"607","Bre15Int","Gab99Qua",0.212919001428907
"1394","Gue95Urb","Mor13Tex",0.212975807343479
"167","And05Reg","Mir86Urb",0.21297976598411
"1896","Mor13Tow","Pen10Phy",0.213060059349134
"984","Eec04The","Par83Jou",0.213405117870526
"1474","Hol10Nat","Pum15Cyb",0.213524566037973
"1581","Kam90Jou","Sua80Jou",0.213537695081876
"596","Bre15Int","Cam90Jou",0.213891234312144
"48","Alp89Jou","Oka79Reg",0.214200581138629
"1462","Hol10Nat","Man16Reg",0.214228593775347
"146","And05Reg","Gab11Jou",0.214322372928681
"810","Del04Con","Ezz15Rev",0.214458087835072
"943","Dim09Urb","Roz11Ame",0.214863467195381
"432","Bos08Reg","Cie16Mis",0.215187544823127
"694","Cam90Jou","Sch12Reg",0.215511622450873
"1615","Knu01Ame","Ziq16Asi",0.215760931129466
"903","Del13Eur","XuZ09Urb",0.216044163628413
"576","Bre00Cyb","Mor13Tow",0.216321816520237
"273","Bat01Urb","Gue95Urb",0.216467651452722
"1211","Gab99Qua","Sch12Reg",0.21648385533411
"644","Bre15Int","Soo05Reg",0.216512018676745
"1221","Gan06Eco","Gie10Jou",0.216686403851451
"1925","Nau03Jou","Ven13Oec",0.216754098778542
"18","Alp89Jou","Ett87Env",0.216984702576989
"20","Alp89Jou","Faz15Jou",0.217141700245516
"1666","Kru96Jou","Sch12Reg",0.217456088217347
"361","Ber12Cit","Sch12Reg",0.217780165845092
"2032","Ros80Jou","Sua80Jou",0.218196837080765
"986","Eec04The","Pen10Phy",0.218245301393065
"535","Bra99Jou","Soo05Reg",0.218400157757948
"2055","She12Com","Soo07Urb",0.219016720934045
"1736","Li_16Wor","Mor13Tow",0.21993548437506
"1883","Mor13Tex","She12Com",0.219989074568606
"435","Bos08Reg","Del13Eur",0.22006272621246
"821","Del04Con","Ign15Dis",0.220281455899238
"715","Cie16Mis","Gie10Jou",0.22033227716359
"1636","Kra98Urb","Roz11Ame",0.220696864494803
"487","Bra99Jou","Cam90Jou",0.221020942122549
"548","Bre00Cyb","Eec04The",0.221507058564168
"1031","Ett87Env","Par85Jou",0.221979893135796
"498","Bra99Jou","Gab99Qua",0.221993175005786
"2060","Son02Urb","Soo05Reg",0.222073037539066
"1691","Kum14Jou","Pum15Cyb",0.22212820735068
"218","Ara14Eco","Kam90Jou",0.22213074892702
"81","Ama14Int","Ett87Env",0.222479291447405
"1390","Gue95Urb","Mal80Env",0.222751811270736
"1679","Kum14Jou","Man16Reg",0.222832235088054
"511","Bra99Jou","Kru96Jou",0.222965407889023
"1624","Kra98Urb","Mod15Qua",0.22311503521928
"313","Ber12Cit","Bra99Jou",0.223289485516769
"1160","Gab11Jou","Nis08Jou",0.223531990113274
"1534","Iye13Eur","Nau03Jou",0.223613563144514
"851","Del04Con","Soo07Urb",0.224107753105219
"1009","Ett87Env","Gul12Age",0.224342737806942
"696","Cam90Jou","Son02Urb",0.224693821903667
"1832","Mir86Urb","Nis08Jou",0.224874597057845
"835","Del04Con","Mor13Tex",0.22508010673978
"973","Eec04The","Li_16Wor",0.225120726418991
"637","Bre15Int","Pop74Sov",0.225125925407328
"865","Del13Eur","Gie10Jou",0.225207458552922
"1512","Ign15Dis","She12Com",0.225372488070412
"1213","Gab99Qua","Son02Urb",0.225666054786904
"1058","Ezz15Rev","Kam90Jou",0.22606301306862
"1447","Gul12Age","Sua80Jou",0.226287203573416
"933","Dim09Urb","Mor13Tow",0.226530261794225
"1668","Kru96Jou","Son02Urb",0.226638287670141
"240","Ara14Eco","Ros80Jou",0.22678989092591
"363","Ber12Cit","Son02Urb",0.226962365297886
"775","Cra05Con","Kra98Urb",0.227493508606704
"616","Bre15Int","Iye13Eur",0.227502494677463
"1959","Oka79Reg","XuZ09Urb",0.22769694125411
"124","Ama14Int","Sua80Jou",0.228150649932954
"1414","Gue95Urb","Ziq16Asi",0.228643016832357
"1986","Par85Jou","Sua80Jou",0.228650048244562
"1598","Knu01Ame","Nis08Jou",0.228763528590794
"279","Bat01Urb","Knu01Ame",0.229349737155613
"1797","Mal80Env","She12Com",0.229765078495863
"1133","Faz15Jou","XuZ09Urb",0.230638060360997
"1080","Ezz15Rev","Ros80Jou",0.230722155067509
"1245","Gan06Eco","Par83Jou",0.230824290361856
"2017","Pum15Cyb","Sch12Reg",0.231067348582665
"468","Bos08Reg","Oka79Reg",0.231715503838156
"905","Dim09Urb","Eec04The",0.231715503838156
"1819","Man16Reg","Sch12Reg",0.231771376320039
"1380","Gue95Urb","Ign15Dis",0.232385755295539
"1035","Ett87Env","Ros80Jou",0.232433104299593
"288","Bat01Urb","Mir86Urb",0.233238668688561
"61","Alp89Jou","Sua80Jou",0.233645238803369
"187","And05Reg","Ven13Oec",0.23431505523201
"647","Bre15Int","Ven13Oec",0.234361959043435
"739","Cie16Mis","Par83Jou",0.234470163673995
"267","Bat01Urb","Gab11Jou",0.234581275633133
"1922","Nau03Jou","Soo05Reg",0.234604039145232
"440","Bos08Reg","Faz15Jou",0.234656622945044
"831","Del04Con","Mal80Env",0.234856110667037
"214","Ara14Eco","Gul12Age",0.234880257418561
"1354","Gon10Jou","Man16Reg",0.235327600870305
"397","Bla03Jou","Kra98Urb",0.235328969387521
"2059","She12Com","Ziq16Asi",0.235656284057484
"1247","Gan06Eco","Pen10Phy",0.235664473884395
"1580","Kam90Jou","Soo07Urb",0.235712678338766
"1366","Gon10Jou","Pum15Cyb",0.236031628607678
"529","Bra99Jou","Pum15Cyb",0.236576668254341
"1564","Kam90Jou","Mor13Tex",0.236685031973327
"66","Ama14Int","Ara14Eco",0.236743703778098
"1270","Gan13Eco","Kra98Urb",0.236783243355188
"1323","Gie10Jou","Oka79Reg",0.236860236178619
"1013","Ett87Env","Kam90Jou",0.237092246298482
"684","Cam90Jou","Nau03Jou",0.237224823509833
"236","Ara14Eco","Par85Jou",0.237243102089706
"517","Bra99Jou","Man16Reg",0.237280695991715
"1201","Gab99Qua","Nau03Jou",0.23819705639307
"1054","Ezz15Rev","Gul12Age",0.23881252156016
"554","Bre00Cyb","Gan06Eco",0.238926231055497
"1656","Kru96Jou","Nau03Jou",0.239169289276307
"1265","Gan13Eco","Hol10Nat",0.23924420115678
"741","Cie16Mis","Pen10Phy",0.239310347196534
"889","Del13Eur","Par83Jou",0.239345345063327
"351","Ber12Cit","Nau03Jou",0.239493366904052
"1095","Faz15Jou","Gie10Jou",0.239801355285506
"2019","Pum15Cyb","Son02Urb",0.240249548035459
"2031","Ros80Jou","Soo07Urb",0.240371820337655
"82","Ama14Int","Ezz15Rev",0.240675967919697
"392","Bla03Jou","Hol10Nat",0.240698475124448
"855","Del04Con","Ziq16Asi",0.240747316228658
"1821","Man16Reg","Son02Urb",0.240953575772833
"156","And05Reg","Iye13Eur",0.241174519597983
"1076","Ezz15Rev","Par85Jou",0.241175366231305
"1880","Mor13Tex","Ros80Jou",0.241344173972216
"1397","Gue95Urb","Nis08Jou",0.241645614293684
"3","Alp89Jou","Ara14Eco",0.242238292648513
"1234","Gan06Eco","Li_16Wor",0.242539898910321
"543","Bre00Cyb","Cie16Mis",0.242572104367636
"891","Del13Eur","Pen10Phy",0.244185528585866
"1488","Ign15Dis","Knu01Ame",0.24526784099843
"19","Alp89Jou","Ezz15Rev",0.246170556790113
"728","Cie16Mis","Li_16Wor",0.24618577222246
"1560","Kam90Jou","Mal80Env",0.246461035900584
"2076","Sua80Jou","XuZ09Urb",0.24714159891885
"546","Bre00Cyb","Del13Eur",0.247447285756969
"1272","Gan13Eco","Kum14Jou",0.247847842469488
"1446","Gul12Age","Soo07Urb",0.248462186830306
"770","Cra05Con","Hol10Nat",0.248533935905265
"1937","Nis08Jou","She12Com",0.248658881518811
"809","Del04Con","Ett87Env",0.24869717153203
"911","Dim09Urb","Gan06Eco",0.249134676329486
"1497","Ign15Dis","Mir86Urb",0.249156772531378
"399","Bla03Jou","Kum14Jou",0.249302116437155
"331","Ber12Cit","Gon10Jou",0.249318811345251
"1430","Gul12Age","Mor13Tex",0.249434540464867
"1348","Gon10Jou","Kru96Jou",0.249642888972997
"123","Ama14Int","Soo07Urb",0.250325633189844
"1143","Gab11Jou","Ign15Dis",0.25049937947595
"1181","Gab99Qua","Gon10Jou",0.250615121856234
"1985","Par85Jou","Soo07Urb",0.250825031501452
"1945","Oka79Reg","Par83Jou",0.250998122689024
"878","Del13Eur","Li_16Wor",0.251060953611792
"1794","Mal80Env","Ros80Jou",0.251120177899474
"481","Bos08Reg","Sua80Jou",0.251160161502897
"107","Ama14Int","Mor13Tex",0.251297986824405
"664","Cam90Jou","Gon10Jou",0.251587354739471
"1876","Mor13Tex","Par85Jou",0.251797385136013
"184","And05Reg","Soo05Reg",0.252164995598701
"1584","Kam90Jou","Ziq16Asi",0.252352241462205
"1916","Nau03Jou","Pum15Cyb",0.252780549641625
"706","Cie16Mis","Dim09Urb",0.252780549641625
"1464","Hol10Nat","Mod15Qua",0.252912409292688
"1809","Man16Reg","Nau03Jou",0.253484577378999
"838","Del04Con","Nis08Jou",0.253749913689985
"1038","Ett87Env","She12Com",0.253788203703203
"1119","Faz15Jou","Par83Jou",0.253939241795911
"1372","Gon10Jou","Soo05Reg",0.254208139104071
"606","Bre15Int","Gab11Jou",0.254354641346764
"308","Bat01Urb","Ven13Oec",0.254573957936462
"136","And05Reg","Cam90Jou",0.254785779963301
"1476","Hol10Nat","Roz11Ame",0.255330580017165
"627","Bre15Int","Mir86Urb",0.255697248291336
"249","Ara14Eco","XuZ09Urb",0.255734652763995
"147","And05Reg","Gab99Qua",0.255758012846538
"60","Alp89Jou","Soo07Urb",0.255820222060259
"1947","Oka79Reg","Pen10Phy",0.255838306211563
"1932","Nis08Jou","Pop74Sov",0.255948576640818
"1336","Gie10Jou","Sua80Jou",0.256304893843359
"160","And05Reg","Kru96Jou",0.256730245729775
"1292","Gan13Eco","Sch12Reg",0.256786983701472
"44","Alp89Jou","Mor13Tex",0.25679257569482
"2035","Ros80Jou","Ziq16Asi",0.257011383461094
"130","And05Reg","Ber12Cit",0.257054323357521
"777","Cra05Con","Kum14Jou",0.257137577217972
"856","Del13Eur","Dim09Urb",0.257655731030958
"419","Bla03Jou","Sch12Reg",0.25824125766914
"1121","Faz15Jou","Pen10Phy",0.25877942531845
"579","Bre00Cyb","Oka79Reg",0.259100063382666
"1426","Gul12Age","Mal80Env",0.259210544392124
"618","Bre15Int","Knu01Ame",0.259586179824284
"1089","Ezz15Rev","XuZ09Urb",0.259666916905594
"193","Ara14Eco","Bos08Reg",0.259753215348041
"1008","Ett87Env","Gue95Urb",0.26080147092833
"103","Ama14Int","Mal80Env",0.261073990751662
"277","Bat01Urb","Iye13Eur",0.261433422302434
"1681","Kum14Jou","Mod15Qua",0.261516050605395
"1790","Mal80Env","Par85Jou",0.26157338906327
"1622","Kra98Urb","Man16Reg",0.261798850736621
"551","Bre00Cyb","Faz15Jou",0.262041182489553
"500","Bra99Jou","Gan13Eco",0.262296303373149
"1634","Kra98Urb","Pum15Cyb",0.262502878473995
"1739","Li_16Wor","Oka79Reg",0.262713731237489
"439","Bos08Reg","Ezz15Rev",0.26368547948964
"371","Bla03Jou","Bra99Jou",0.263750577340816
"1693","Kum14Jou","Roz11Ame",0.263934221329872
"211","Ara14Eco","Gie10Jou",0.264897947688503
"1450","Gul12Age","Ziq16Asi",0.265101749953745
"1344","Gon10Jou","Iye13Eur",0.265198615104789
"1567","Kam90Jou","Nis08Jou",0.265354838923532
"1108","Faz15Jou","Li_16Wor",0.265654850344376
"1294","Gan13Eco","Son02Urb",0.265969183154267
"797","Cra05Con","Sch12Reg",0.266076718449957
"40","Alp89Jou","Mal80Env",0.266568579622077
"127","Ama14Int","Ziq16Asi",0.266965196313283
"1466","Hol10Nat","Mor13Tow",0.266997374616009
"421","Bla03Jou","Son02Urb",0.267423457121934
"1989","Par85Jou","Ziq16Asi",0.267464594624891
"1051","Ezz15Rev","Gie10Jou",0.268830211830103
"2014","Pop74Sov","Ziq16Asi",0.268951174102145
