"","i","j","diff_sd"
"102","Ama14Int","Luc14Eco",2.87585033336673
"729","Cie16Mis","Luc14Eco",2.88406995487012
"1275","Gan13Eco","Luc14Eco",2.8905517328956
"1773","Luc14Eco","She12Com",2.89275161349322
"1774","Luc14Eco","Son02Urb",2.97711116659743
"879","Del13Eur","Luc14Eco",2.99350916875087
"459","Bos08Reg","Luc14Eco",2.99813958943388
"1020","Ett87Env","Luc14Eco",2.99936020406742
"1730","Li_16Wor","Luc14Eco",3.03294220126412
"1771","Luc14Eco","Roz11Ame",3.03507365621762
"624","Bre15Int","Luc14Eco",3.06189107053851
"927","Dim09Urb","Luc14Eco",3.07690643433999
"344","Ber12Cit","Luc14Eco",3.09721250903699
"1761","Luc14Eco","Mor13Tow",3.11193515069911
"677","Cam90Jou","Luc14Eco",3.13454147260543
"1152","Gab11Jou","Luc14Eco",3.13454147260543
"1194","Gab99Qua","Luc14Eco",3.13454147260543
"1590","Knu01Ame","Luc14Eco",3.13454147260543
"1649","Kru96Jou","Luc14Eco",3.13454147260543
"1762","Luc14Eco","Nau03Jou",3.13454147260543
"1764","Luc14Eco","Oka79Reg",3.13454147260543
"1777","Luc14Eco","Sua80Jou",3.13454147260543
