"","i","j","diff_sd"
"267","Bat01Urb","Gab11Jou",0.31294658649343
"268","Bat01Urb","Gab99Qua",0.31294658649343
"279","Bat01Urb","Knu01Ame",0.31294658649343
"281","Bat01Urb","Kru96Jou",0.31294658649343
"292","Bat01Urb","Nau03Jou",0.31294658649343
"294","Bat01Urb","Oka79Reg",0.31294658649343
"307","Bat01Urb","Sua80Jou",0.31294658649343
"282","Bat01Urb","Kum14Jou",0.313849244412465
"1044","Ett87Env","XuZ09Urb",0.313994975655853
"1493","Ign15Dis","Li_16Wor",0.315196792919001
"1731","Li_16Wor","Mal80Env",0.315295783961099
"1394","Gue95Urb","Mor13Tex",0.316428364928209
"838","Del04Con","Nis08Jou",0.3164378949856
"542","Bre00Cyb","Cam90Jou",0.316834332878006
"552","Bre00Cyb","Gab11Jou",0.316834332878006
"553","Bre00Cyb","Gab99Qua",0.316834332878006
"564","Bre00Cyb","Knu01Ame",0.316834332878006
"566","Bre00Cyb","Kru96Jou",0.316834332878006
"577","Bre00Cyb","Nau03Jou",0.316834332878006
"579","Bre00Cyb","Oka79Reg",0.316834332878006
"592","Bre00Cyb","Sua80Jou",0.316834332878006
"538","Bra99Jou","Ven13Oec",0.316973100805845
"1539","Iye13Eur","Pen10Phy",0.317132722015947
"1078","Ezz15Rev","Pop74Sov",0.317251017270914
"1510","Ign15Dis","Roz11Ame",0.317328247872502
"1444","Gul12Age","Son02Urb",0.317369729977743
"1795","Mal80Env","Roz11Ame",0.3174272389146
"836","Del04Con","Mor13Tow",0.317654258195997
"205","Ara14Eco","Ezz15Rev",0.318704962675924
"913","Dim09Urb","Gie10Jou",0.318810648330209
"16","Alp89Jou","Dim09Urb",0.319532142485347
"902","Del13Eur","Ven13Oec",0.320081295335123
"948","Dim09Urb","Soo07Urb",0.320565405880302
"1241","Gan06Eco","Mor13Tow",0.321251365566176
"604","Bre15Int","Ezz15Rev",0.321768988543357
"1832","Mir86Urb","Nis08Jou",0.322558433291929
"694","Cam90Jou","Sch12Reg",0.323928082947567
"1169","Gab11Jou","Sch12Reg",0.323928082947567
"1211","Gab99Qua","Sch12Reg",0.323928082947567
"1607","Knu01Ame","Sch12Reg",0.323928082947567
"1666","Kru96Jou","Sch12Reg",0.323928082947567
"1919","Nau03Jou","Sch12Reg",0.323928082947567
"1952","Oka79Reg","Sch12Reg",0.323928082947567
"2049","Sch12Reg","Sua80Jou",0.323928082947567
"2020","Pum15Cyb","Soo05Reg",0.324365705226108
"401","Bla03Jou","Li_16Wor",0.324489861040008
"877","Del13Eur","LeG08Emp",0.324589671217647
"482","Bos08Reg","Ven13Oec",0.32471171601813
"1401","Gue95Urb","Pen10Phy",0.324817168512638
"1622","Kra98Urb","Man16Reg",0.325509532437221
"1043","Ett87Env","Ven13Oec",0.325932330651668
"1070","Ezz15Rev","Mor13Tex",0.326492429893538
"418","Bla03Jou","Roz11Ame",0.326621315993509
"1626","Kra98Urb","Mor13Tow",0.327025131197686
"890","Del13Eur","Par85Jou",0.327551003015311
"539","Bra99Jou","XuZ09Urb",0.32891045580166
"457","Bos08Reg","LeG08Emp",0.329220091900655
"1018","Ett87Env","LeG08Emp",0.330440706534193
"95","Ama14Int","Kam90Jou",0.330455761652302
"1237","Gan06Eco","Man16Reg",0.331283298068731
"612","Bre15Int","Gue95Urb",0.331833053508686
"470","Bos08Reg","Par85Jou",0.332181423698318
"1936","Nis08Jou","Sch12Reg",0.33277039214035
"961","Eec04The","Gon10Jou",0.33300088097556
"130","And05Reg","Ber12Cit",0.333187606524255
"1031","Ett87Env","Par85Jou",0.333402038331857
"2010","Pop74Sov","Soo07Urb",0.333469963735446
"868","Del13Eur","Gul12Age",0.33376773213118
"680","Cam90Jou","Mir86Urb",0.334140041795988
"1155","Gab11Jou","Mir86Urb",0.334140041795988
"1197","Gab99Qua","Mir86Urb",0.334140041795988
"1593","Knu01Ame","Mir86Urb",0.334140041795988
"1652","Kru96Jou","Mir86Urb",0.334140041795988
"1831","Mir86Urb","Nau03Jou",0.334140041795988
"1833","Mir86Urb","Oka79Reg",0.334140041795988
"1846","Mir86Urb","Sua80Jou",0.334140041795988
"52","Alp89Jou","Pop74Sov",0.334503227130401
"832","Del04Con","Man16Reg",0.33488040543891
"1077","Ezz15Rev","Pen10Phy",0.334881233477967
"246","Ara14Eco","Soo07Urb",0.334923909140456
"1327","Gie10Jou","Pop74Sov",0.335224721285538
"3","Alp89Jou","Ara14Eco",0.335957172535411
"2019","Pum15Cyb","Son02Urb",0.336471698938088
"530","Bra99Jou","Ros80Jou",0.336577606391522
"211","Ara14Eco","Gie10Jou",0.336678666690549
"907","Dim09Urb","Ezz15Rev",0.336784352344833
"448","Bos08Reg","Gul12Age",0.338398152814188
"722","Cie16Mis","Kam90Jou",0.338675383155697
"330","Ber12Cit","Gie10Jou",0.339116723027215
"616","Bre15Int","Iye13Eur",0.339517500005376
"1009","Ett87Env","Gul12Age",0.339618767447726
"5","Alp89Jou","Ber12Cit",0.339838217182353
"578","Bre00Cyb","Nis08Jou",0.339864142209912
"1745","Li_16Wor","Ros80Jou",0.339909822262693
"652","Cam90Jou","Del04Con",0.340260580102318
"812","Del04Con","Gab11Jou",0.340260580102318
"813","Del04Con","Gab99Qua",0.340260580102318
"824","Del04Con","Knu01Ame",0.340260580102318
"826","Del04Con","Kru96Jou",0.340260580102318
"837","Del04Con","Nau03Jou",0.340260580102318
"839","Del04Con","Oka79Reg",0.340260580102318
"852","Del04Con","Sua80Jou",0.340260580102318
"365","Ber12Cit","Soo07Urb",0.340871480577308
"1805","Man16Reg","Mir86Urb",0.341000943745239
"177","And05Reg","Pop74Sov",0.341153837788499
"2026","Ros80Jou","Roz11Ame",0.342041277216195
"128","And05Reg","Ara14Eco",0.342607783193509
"1886","Mor13Tex","Soo07Urb",0.34271137635807
"1445","Gul12Age","Soo05Reg",0.343467674186453
"44","Alp89Jou","Mor13Tex",0.343744639753025
"293","Bat01Urb","Nis08Jou",0.343751888594487
"661","Cam90Jou","Gan06Eco",0.343857687472497
"1136","Gab11Jou","Gan06Eco",0.343857687472497
"1178","Gab99Qua","Gan06Eco",0.343857687472497
"1229","Gan06Eco","Knu01Ame",0.343857687472497
"1231","Gan06Eco","Kru96Jou",0.343857687472497
"1242","Gan06Eco","Nau03Jou",0.343857687472497
"1244","Gan06Eco","Oka79Reg",0.343857687472497
"1257","Gan06Eco","Sua80Jou",0.343857687472497
"615","Bre15Int","Ign15Dis",0.344145662193392
"625","Bre15Int","Mal80Env",0.34424465323549
"1319","Gie10Jou","Mor13Tex",0.344466133908163
"1354","Gon10Jou","Man16Reg",0.344686118015484
"1687","Kum14Jou","Par83Jou",0.344928656134268
"1268","Gan13Eco","Kam90Jou",0.345157161181176
"1099","Faz15Jou","Hol10Nat",0.34541592271751
"1563","Kam90Jou","Mod15Qua",0.345522329901218
"915","Dim09Urb","Gue95Urb",0.346848417310162
"1577","Kam90Jou","She12Com",0.347357041778796
"1754","Li_16Wor","XuZ09Urb",0.347576972852555
"170","And05Reg","Mor13Tow",0.347910248186372
"1472","Hol10Nat","Pen10Phy",0.347959942643878
"672","Cam90Jou","Kra98Urb",0.349631453104006
"1147","Gab11Jou","Kra98Urb",0.349631453104006
"1189","Gab99Qua","Kra98Urb",0.349631453104006
"1585","Knu01Ame","Kra98Urb",0.349631453104006
"1616","Kra98Urb","Kru96Jou",0.349631453104006
"1627","Kra98Urb","Nau03Jou",0.349631453104006
"1629","Kra98Urb","Oka79Reg",0.349631453104006
"1642","Kra98Urb","Sua80Jou",0.349631453104006
"1984","Par85Jou","Soo05Reg",0.349684403302323
"2043","Roz11Ame","XuZ09Urb",0.349708427806057
"169","And05Reg","Mor13Tex",0.350395250411123
"1998","Pen10Phy","Soo07Urb",0.351100179942498
"1819","Man16Reg","Sch12Reg",0.35121290259366
"371","Bla03Jou","Bra99Jou",0.351997567614208
"51","Alp89Jou","Pen10Phy",0.352133443337453
"1724","LeG08Emp","Soo05Reg",0.352645735099987
"1326","Gie10Jou","Pen10Phy",0.352854937492591
"893","Del13Eur","Pum15Cyb",0.352869701091526
"373","Bla03Jou","Bre15Int",0.353438730314399
"1320","Gie10Jou","Mor13Tow",0.353839364689333
"919","Dim09Urb","Iye13Eur",0.354532863806853
"45","Alp89Jou","Mor13Tow",0.35456085884447
"1905","Mor13Tow","Soo07Urb",0.355594122239425
"1465","Hol10Nat","Mor13Tex",0.356348746228306
"324","Ber12Cit","Ezz15Rev",0.35709042704184
"2068","Soo05Reg","Ven13Oec",0.357154110982511
"473","Bos08Reg","Pum15Cyb",0.357500121774533
"572","Bre00Cyb","Man16Reg",0.358306652663222
"1034","Ett87Env","Pum15Cyb",0.358720736408072
"176","And05Reg","Pen10Phy",0.358784053995551
"918","Dim09Urb","Ign15Dis",0.359161025994869
"928","Dim09Urb","Mal80Env",0.359260017036967
"1753","Li_16Wor","Ven13Oec",0.359514327848371
"516","Bra99Jou","Mal80Env",0.361191644693117
"506","Bra99Jou","Ign15Dis",0.361290635735215
"799","Cra05Con","Son02Urb",0.361420665036463
"2042","Roz11Ame","Ven13Oec",0.361645782801872
"1633","Kra98Urb","Pop74Sov",0.362038954777185
"287","Bat01Urb","Man16Reg",0.362194399047797
"1360","Gon10Jou","Nis08Jou",0.363128628468794
"220","Ara14Eco","Kra98Urb",0.363492900182196
"1703","LeG08Emp","Li_16Wor",0.364022703730895
"215","Ara14Eco","Hol10Nat",0.36413621344592
"1473","Hol10Nat","Pop74Sov",0.36559015885093
"507","Bra99Jou","Iye13Eur",0.365918797923231
"1720","LeG08Emp","Roz11Ame",0.366154158684397
"1741","Li_16Wor","Par85Jou",0.366984035528559
"332","Ber12Cit","Gue95Urb",0.367154492007169
"1248","Gan06Eco","Pop74Sov",0.367812720408695
"99","Ama14Int","Kum14Jou",0.368104691667195
"379","Bla03Jou","Dim09Urb",0.368454094115876
"639","Bre15Int","Ros80Jou",0.368858691537084
"2069","Soo05Reg","XuZ09Urb",0.369091465978327
"1980","Par85Jou","Roz11Ame",0.369115490482061
"209","Ara14Eco","Gan06Eco",0.369266665813705
"136","And05Reg","Cam90Jou",0.370516570092693
"146","And05Reg","Gab11Jou",0.370516570092693
"147","And05Reg","Gab99Qua",0.370516570092693
"158","And05Reg","Knu01Ame",0.370516570092693
"160","And05Reg","Kru96Jou",0.370516570092693
"171","And05Reg","Nau03Jou",0.370516570092693
"173","And05Reg","Oka79Reg",0.370516570092693
"186","And05Reg","Sua80Jou",0.370516570092693
"1625","Kra98Urb","Mor13Tex",0.371280367399809
"843","Del04Con","Pop74Sov",0.371409827778874
"1071","Ezz15Rev","Mor13Tow",0.371813068703957
"200","Ara14Eco","Del04Con",0.372863773183884
"1424","Gul12Age","Li_16Wor",0.373200764644429
"503","Bra99Jou","Gue95Urb",0.373603244419921
"1929","Nis08Jou","Par83Jou",0.374831300316291
"336","Ber12Cit","Iye13Eur",0.374838938503859
"1441","Gul12Age","Roz11Ame",0.37533221959793
"726","Cie16Mis","Kum14Jou",0.376324313170589
"663","Cam90Jou","Gie10Jou",0.376445686595653
"1138","Gab11Jou","Gie10Jou",0.376445686595653
"1180","Gab99Qua","Gie10Jou",0.376445686595653
"1308","Gie10Jou","Knu01Ame",0.376445686595653
"1310","Gie10Jou","Kru96Jou",0.376445686595653
"1321","Gie10Jou","Nau03Jou",0.376445686595653
"1323","Gie10Jou","Oka79Reg",0.376445686595653
"1336","Gie10Jou","Sua80Jou",0.376445686595653
"648","Bre15Int","XuZ09Urb",0.376525842126946
"2030","Ros80Jou","Soo05Reg",0.376758616568189
"1240","Gan06Eco","Mor13Tex",0.377054133031319
"11","Alp89Jou","Cam90Jou",0.377167180750791
"21","Alp89Jou","Gab11Jou",0.377167180750791
"22","Alp89Jou","Gab99Qua",0.377167180750791
"33","Alp89Jou","Knu01Ame",0.377167180750791
"35","Alp89Jou","Kru96Jou",0.377167180750791
"46","Alp89Jou","Nau03Jou",0.377167180750791
"48","Alp89Jou","Oka79Reg",0.377167180750791
"61","Alp89Jou","Sua80Jou",0.377167180750791
"1837","Mir86Urb","Pop74Sov",0.377530366085204
"756","Cra05Con","Del13Eur",0.377818667189901
"698","Cam90Jou","Soo07Urb",0.378200444145746
"1173","Gab11Jou","Soo07Urb",0.378200444145746
"1215","Gab99Qua","Soo07Urb",0.378200444145746
"1611","Knu01Ame","Soo07Urb",0.378200444145746
"1670","Kru96Jou","Soo07Urb",0.378200444145746
"1923","Nau03Jou","Soo07Urb",0.378200444145746
"1956","Oka79Reg","Soo07Urb",0.378200444145746
"2071","Soo07Urb","Sua80Jou",0.378200444145746
"228","Ara14Eco","Mir86Urb",0.378984311490214
"335","Ber12Cit","Ign15Dis",0.379467100691875
"345","Ber12Cit","Mal80Env",0.379566091733973
"1632","Kra98Urb","Pen10Phy",0.379669170984238
"835","Del04Con","Mor13Tex",0.380651240401498
"1395","Gue95Urb","Mor13Tow",0.381877133669286
"433","Bos08Reg","Cra05Con",0.382449087872908
"1272","Gan13Eco","Kum14Jou",0.382806091196068
"495","Bra99Jou","Ezz15Rev",0.38366730938525
"759","Cra05Con","Ett87Env",0.383669702506446
"942","Dim09Urb","Ros80Jou",0.383874055338561
"1695","Kum14Jou","She12Com",0.385005971793689
"1247","Gan06Eco","Pen10Phy",0.385442936615747
"1829","Mir86Urb","Mor13Tex",0.386771778707828
"2006","Pop74Sov","Sch12Reg",0.387742324933625
"647","Bre15Int","Ven13Oec",0.388463197122762
"311","Ber12Cit","Bla03Jou",0.388760168812882
"842","Del04Con","Pen10Phy",0.389040043985926
"242","Ara14Eco","Sch12Reg",0.389196270338635
"1533","Iye13Eur","Mor13Tow",0.389561580165976
"951","Dim09Urb","XuZ09Urb",0.391541205928423
"422","Bla03Jou","Soo05Reg",0.392178577790874
"1744","Li_16Wor","Pum15Cyb",0.392302733604774
"622","Bre15Int","LeG08Emp",0.392971573005286
"1349","Gon10Jou","Kum14Jou",0.393031272650817
"1812","Man16Reg","Par83Jou",0.393273810769601
"1500","Ign15Dis","Mor13Tow",0.394189742353992
"1785","Mal80Env","Mor13Tow",0.39428873339609
"657","Cam90Jou","Ezz15Rev",0.394419390610277
"1047","Ezz15Rev","Gab11Jou",0.394419390610277
"1048","Ezz15Rev","Gab99Qua",0.394419390610277
"1059","Ezz15Rev","Knu01Ame",0.394419390610277
"1061","Ezz15Rev","Kru96Jou",0.394419390610277
"1072","Ezz15Rev","Nau03Jou",0.394419390610277
"1074","Ezz15Rev","Oka79Reg",0.394419390610277
"1087","Ezz15Rev","Sua80Jou",0.394419390610277
"2016","Pum15Cyb","Roz11Ame",0.394434188558276
"583","Bre00Cyb","Pop74Sov",0.394836075003186
"1836","Mir86Urb","Pen10Phy",0.395160582292256
"635","Bre15Int","Par85Jou",0.39593290480295
"195","Ara14Eco","Bre00Cyb",0.396290020408196
"1882","Mor13Tex","Sch12Reg",0.396983737556249
"110","Ama14Int","Nis08Jou",0.398007335849217
"298","Bat01Urb","Pop74Sov",0.398723821387762
"536","Bra99Jou","Soo07Urb",0.399886255849782
"190","Ara14Eco","Bat01Urb",0.400177766792772
"8","Alp89Jou","Bra99Jou",0.400919519244736
"1799","Mal80Env","Soo05Reg",0.401372654869783
"1514","Ign15Dis","Soo05Reg",0.401471645911881
"501","Bra99Jou","Gie10Jou",0.401641013399874
"1462","Hol10Nat","Man16Reg",0.402119581190895
"613","Bre15Int","Gul12Age",0.40214963391882
"1096","Faz15Jou","Gon10Jou",0.402849385892921
"950","Dim09Urb","Ven13Oec",0.403478560924239
"408","Bla03Jou","Mor13Tow",0.403482810474999
"575","Bre00Cyb","Mor13Tex",0.40407748762581
"359","Ber12Cit","Ros80Jou",0.404180130035567
"665","Cam90Jou","Gue95Urb",0.404483455575606
"1140","Gab11Jou","Gue95Urb",0.404483455575606
"1182","Gab99Qua","Gue95Urb",0.404483455575606
"1383","Gue95Urb","Knu01Ame",0.404483455575606
"1385","Gue95Urb","Kru96Jou",0.404483455575606
"1396","Gue95Urb","Nau03Jou",0.404483455575606
"1398","Gue95Urb","Oka79Reg",0.404483455575606
"1411","Gue95Urb","Sua80Jou",0.404483455575606
"1994","Pen10Phy","Sch12Reg",0.405372541140677
"1547","Iye13Eur","Soo05Reg",0.406099808099897
"737","Cie16Mis","Nis08Jou",0.406226957352612
"133","And05Reg","Bra99Jou",0.407570129902834
"290","Bat01Urb","Mor13Tex",0.407965234010386
"925","Dim09Urb","LeG08Emp",0.407986936806763
"938","Dim09Urb","Par85Jou",0.410948268604427
"368","Ber12Cit","XuZ09Urb",0.411847280625429
"669","Cam90Jou","Iye13Eur",0.412167902072297
"1144","Gab11Jou","Iye13Eur",0.412167902072297
"1186","Gab99Qua","Iye13Eur",0.412167902072297
"1521","Iye13Eur","Knu01Ame",0.412167902072297
"1523","Iye13Eur","Kru96Jou",0.412167902072297
"1534","Iye13Eur","Nau03Jou",0.412167902072297
"1536","Iye13Eur","Oka79Reg",0.412167902072297
"1549","Iye13Eur","Sua80Jou",0.412167902072297
"582","Bre00Cyb","Pen10Phy",0.412466291210239
"1283","Gan13Eco","Nis08Jou",0.412708735378091
"1409","Gue95Urb","Soo05Reg",0.413784254596587
"1937","Nis08Jou","She12Com",0.414908615975712
"784","Cra05Con","Mod15Qua",0.415818259747759
"297","Bat01Urb","Pen10Phy",0.416354037594814
"104","Ama14Int","Man16Reg",0.416449846302527
"668","Cam90Jou","Ign15Dis",0.416796064260313
"1143","Gab11Jou","Ign15Dis",0.416796064260313
"1185","Gab99Qua","Ign15Dis",0.416796064260313
"1488","Ign15Dis","Knu01Ame",0.416796064260313
"1490","Ign15Dis","Kru96Jou",0.416796064260313
"1501","Ign15Dis","Nau03Jou",0.416796064260313
"1503","Ign15Dis","Oka79Reg",0.416796064260313
"1516","Ign15Dis","Sua80Jou",0.416796064260313
"678","Cam90Jou","Mal80Env",0.416895055302411
"1153","Gab11Jou","Mal80Env",0.416895055302411
"1195","Gab99Qua","Mal80Env",0.416895055302411
"1591","Knu01Ame","Mal80Env",0.416895055302411
"1650","Kru96Jou","Mal80Env",0.416895055302411
"1786","Mal80Env","Nau03Jou",0.416895055302411
"1788","Mal80Env","Oka79Reg",0.416895055302411
"1801","Mal80Env","Sua80Jou",0.416895055302411
"2070","Soo05Reg","Ziq16Asi",0.416913312937276
"916","Dim09Urb","Gul12Age",0.417164997720296
"779","Cra05Con","Li_16Wor",0.417251699703149
"978","Eec04The","Mod15Qua",0.418158753740052
"1899","Mor13Tow","Ros80Jou",0.418902771697685
"796","Cra05Con","Roz11Ame",0.41938315465665
"1468","Hol10Nat","Nis08Jou",0.420562091644205
"638","Bre15Int","Pum15Cyb",0.421251602879165
"367","Ber12Cit","Ven13Oec",0.423784635621245
"1085","Ezz15Rev","Soo05Reg",0.423848319561916
"731","Cie16Mis","Man16Reg",0.424669467805922
"374","Bla03Jou","Cam90Jou",0.42608913238132
"384","Bla03Jou","Gab11Jou",0.42608913238132
"385","Bla03Jou","Gab99Qua",0.42608913238132
"396","Bla03Jou","Knu01Ame",0.42608913238132
"398","Bla03Jou","Kru96Jou",0.42608913238132
"409","Bla03Jou","Nau03Jou",0.42608913238132
"411","Bla03Jou","Oka79Reg",0.42608913238132
"424","Bla03Jou","Sua80Jou",0.42608913238132
"1908","Mor13Tow","XuZ09Urb",0.426569922287547
"342","Ber12Cit","LeG08Emp",0.42829301150377
"510","Bra99Jou","Kra98Urb",0.428455246891521
"1963","Par83Jou","Pop74Sov",0.429803233109565
"1345","Gon10Jou","Kam90Jou",0.430680202665709
"1277","Gan13Eco","Man16Reg",0.431151245831401
"355","Ber12Cit","Par85Jou",0.431254343301433
"235","Ara14Eco","Par83Jou",0.431257178514575
"1578","Kam90Jou","Son02Urb",0.431716594883004
"1820","Man16Reg","She12Com",0.433351126429021
"499","Bra99Jou","Gan06Eco",0.434229012523031
"941","Dim09Urb","Pum15Cyb",0.436266966680642
"333","Ber12Cit","Gul12Age",0.437471072417303
"490","Bra99Jou","Del04Con",0.43782611989321
"1907","Mor13Tow","Ven13Oec",0.438507277283362
"1875","Mor13Tex","Par83Jou",0.439044645732189
"2066","Soo05Reg","Soo07Urb",0.440067266026448
"1859","Mod15Qua","Pum15Cyb",0.440767225846134
"59","Alp89Jou","Soo05Reg",0.441100529421403
"692","Cam90Jou","Ros80Jou",0.441509093604005
"1167","Gab11Jou","Ros80Jou",0.441509093604005
"1209","Gab99Qua","Ros80Jou",0.441509093604005
"1605","Knu01Ame","Ros80Jou",0.441509093604005
"1664","Kru96Jou","Ros80Jou",0.441509093604005
"1917","Nau03Jou","Ros80Jou",0.441509093604005
"1950","Oka79Reg","Ros80Jou",0.441509093604005
"2032","Ros80Jou","Sua80Jou",0.441509093604005
"1334","Gie10Jou","Soo05Reg",0.441822023576541
"1710","LeG08Emp","Mor13Tow",0.443015653165887
"518","Bra99Jou","Mir86Urb",0.443946658199539
"1895","Mor13Tow","Par85Jou",0.44597698496355
"598","Bre15Int","Cra05Con",0.44620056897754
"1962","Par83Jou","Pen10Phy",0.447433449316618
"184","And05Reg","Soo05Reg",0.447751140079501
"872","Del13Eur","Kam90Jou",0.448114597036442
"701","Cam90Jou","XuZ09Urb",0.449176244193867
"1176","Gab11Jou","XuZ09Urb",0.449176244193867
"1218","Gab99Qua","XuZ09Urb",0.449176244193867
"1614","Knu01Ame","XuZ09Urb",0.449176244193867
"1673","Kru96Jou","XuZ09Urb",0.449176244193867
"1926","Nau03Jou","XuZ09Urb",0.449176244193867
"1959","Oka79Reg","XuZ09Urb",0.449176244193867
"2076","Sua80Jou","XuZ09Urb",0.449176244193867
"1457","Hol10Nat","Kum14Jou",0.450464735826228
"1431","Gul12Age","Mor13Tow",0.45219371407942
"452","Bos08Reg","Kam90Jou",0.45274501771945
"115","Ama14Int","Pop74Sov",0.452979268642492
"1013","Ett87Env","Kam90Jou",0.453965632352988
"532","Bra99Jou","Sch12Reg",0.45415861704796
"66","Ama14Int","Ara14Eco",0.454433214047502
"358","Ber12Cit","Pum15Cyb",0.456573041377648
"540","Bra99Jou","Ziq16Asi",0.457094323113942
"1429","Gul12Age","Mod15Qua",0.459869194806479
"700","Cam90Jou","Ven13Oec",0.461113599189683
"1175","Gab11Jou","Ven13Oec",0.461113599189683
"1217","Gab99Qua","Ven13Oec",0.461113599189683
"1613","Knu01Ame","Ven13Oec",0.461113599189683
"1672","Kru96Jou","Ven13Oec",0.461113599189683
"1925","Nau03Jou","Ven13Oec",0.461113599189683
"1958","Oka79Reg","Ven13Oec",0.461113599189683
"2075","Sua80Jou","Ven13Oec",0.461113599189683
"742","Cie16Mis","Pop74Sov",0.461198890145886
"757","Cra05Con","Dim09Urb",0.461215932779017
"485","Bra99Jou","Bre00Cyb",0.461252367117522
"107","Ama14Int","Mor13Tex",0.462220681265116
"198","Ara14Eco","Cie16Mis",0.462652835550897
"254","Bat01Urb","Bra99Jou",0.465140113502098
"675","Cam90Jou","LeG08Emp",0.465621975072207
"1150","Gab11Jou","LeG08Emp",0.465621975072207
"1192","Gab99Qua","LeG08Emp",0.465621975072207
"1588","Knu01Ame","LeG08Emp",0.465621975072207
"1647","Kru96Jou","LeG08Emp",0.465621975072207
"1711","LeG08Emp","Nau03Jou",0.465621975072207
"1713","LeG08Emp","Oka79Reg",0.465621975072207
"1726","LeG08Emp","Sua80Jou",0.465621975072207
"1856","Mod15Qua","Par85Jou",0.466085923922349
"1288","Gan13Eco","Pop74Sov",0.467680668171365
"688","Cam90Jou","Par85Jou",0.468583306869871
"1163","Gab11Jou","Par85Jou",0.468583306869871
"1205","Gab99Qua","Par85Jou",0.468583306869871
"1601","Knu01Ame","Par85Jou",0.468583306869871
"1660","Kru96Jou","Par85Jou",0.468583306869871
"1913","Nau03Jou","Par85Jou",0.468583306869871
"1946","Oka79Reg","Par85Jou",0.468583306869871
"1986","Par85Jou","Sua80Jou",0.468583306869871
"1640","Kra98Urb","Soo05Reg",0.468636257068187
"1708","LeG08Emp","Mod15Qua",0.469047255720012
"210","Ara14Eco","Gan13Eco",0.469134613576376
"1696","Kum14Jou","Son02Urb",0.469365524897897
"2007","Pop74Sov","She12Com",0.469880548768986
"734","Cie16Mis","Mor13Tex",0.470440302768511
"114","Ama14Int","Pen10Phy",0.470609484849544
"1898","Mor13Tow","Pum15Cyb",0.471295683039765
"243","Ara14Eco","She12Com",0.471334494173996
"1868","Mod15Qua","Ven13Oec",0.473555631602537
"1255","Gan06Eco","Soo05Reg",0.474410022699697
"666","Cam90Jou","Gul12Age",0.47480003598574
"1141","Gab11Jou","Gul12Age",0.47480003598574
"1183","Gab99Qua","Gul12Age",0.47480003598574
"1419","Gul12Age","Knu01Ame",0.47480003598574
"1421","Gul12Age","Kru96Jou",0.47480003598574
"1432","Gul12Age","Nau03Jou",0.47480003598574
"1434","Gul12Age","Oka79Reg",0.47480003598574
"1447","Gul12Age","Sua80Jou",0.47480003598574
"1280","Gan13Eco","Mor13Tex",0.47692208079399
"850","Del04Con","Soo05Reg",0.478007130069876
"741","Cie16Mis","Pen10Phy",0.478829106352939
"1883","Mor13Tex","She12Com",0.47912196139161
"318","Ber12Cit","Cra05Con",0.481522007476023
"1844","Mir86Urb","Soo05Reg",0.484127668376206
"1287","Gan13Eco","Pen10Phy",0.485310884378418
"1869","Mod15Qua","XuZ09Urb",0.485492986598353
"876","Del13Eur","Kum14Jou",0.485763527051334
"1995","Pen10Phy","She12Com",0.487510764976039
"1558","Kam90Jou","Li_16Wor",0.48754762954969
"1113","Faz15Jou","Mod15Qua",0.488007258657413
"1453","Hol10Nat","Kam90Jou",0.48811366584112
"1575","Kam90Jou","Roz11Ame",0.489679084503192
"456","Bos08Reg","Kum14Jou",0.490393947734342
"1017","Ett87Env","Kum14Jou",0.49161456236788
"1860","Mod15Qua","Ros80Jou",0.493160137188214
"691","Cam90Jou","Pum15Cyb",0.493902004946086
"1166","Gab11Jou","Pum15Cyb",0.493902004946086
"1208","Gab99Qua","Pum15Cyb",0.493902004946086
"1604","Knu01Ame","Pum15Cyb",0.493902004946086
"1663","Kru96Jou","Pum15Cyb",0.493902004946086
"1916","Nau03Jou","Pum15Cyb",0.493902004946086
"1949","Oka79Reg","Pum15Cyb",0.493902004946086
"2022","Pum15Cyb","Sua80Jou",0.493902004946086
"2047","Sch12Reg","Soo05Reg",0.494339627224627
"525","Bra99Jou","Par83Jou",0.496219525223901
"786","Cra05Con","Mor13Tow",0.49624464913814
"1938","Nis08Jou","Son02Urb",0.49926816907992
"767","Cra05Con","Gon10Jou",0.500976132512251
"590","Bre00Cyb","Soo05Reg",0.501433377294188
"305","Bat01Urb","Soo05Reg",0.505321123678764
"2002","Pen10Phy","Ziq16Asi",0.505880399021225
"406","Bla03Jou","Mod15Qua",0.5085800984109
"1890","Mor13Tex","Ziq16Asi",0.514269202605654
"887","Del13Eur","Nis08Jou",0.515666171233357
"617","Bre15Int","Kam90Jou",0.516496498824081
"1821","Man16Reg","Son02Urb",0.517710679533229
"1783","Mal80Env","Mod15Qua",0.517774175489809
"1498","Ign15Dis","Mod15Qua",0.517873166531907
"651","Cam90Jou","Cra05Con",0.518850971044461
"762","Cra05Con","Gab11Jou",0.518850971044461
"763","Cra05Con","Gab99Qua",0.518850971044461
"774","Cra05Con","Knu01Ame",0.518850971044461
"776","Cra05Con","Kru96Jou",0.518850971044461
"787","Cra05Con","Nau03Jou",0.518850971044461
"789","Cra05Con","Oka79Reg",0.518850971044461
"802","Cra05Con","Sua80Jou",0.518850971044461
"71","Ama14Int","Bra99Jou",0.519395560756828
"467","Bos08Reg","Nis08Jou",0.520296591916365
"1028","Ett87Env","Nis08Jou",0.521517206549903
"250","Ara14Eco","Ziq16Asi",0.522056669823267
"1531","Iye13Eur","Mod15Qua",0.522501328719923
